rank,ticker,sector,industry,exchange,avg_vol_30d,price,rs_score,rs_delta,rs_delta_momentum,pct_from_52w_high,pct_from_52w_low,range_position,price_vs_sma10,price_vs_sma20,price_vs_sma50,price_vs_sma200,percentile,pct_1m,pct_3m,pct_6m,pct_12m,elite_rs,elite_1m,elite_3m,elite_6m,elite_12m,elite_count,market_cap,float_shares,short_float_pct,revenue_growth,avg_vol_10d,avg_vol_50d,tf_count_10,avg_pct,shape_score,date
1,RXT,Technology,Software - Infrastructure,NASDAQ,20486061,6.58,516.11,0,-39,-23.49,968.5,55.6,-29.3,-30.6,-14.5,97.4,99,99,60,10,91.0,1,1,0,0,0,2,1425552641.9910388,249222499.0,0.16440001,0.019,13642534,27589328,2,65.0,25.7,2026-07-09
2,ERAS,Healthcare,Biotechnology,NASDAQ,5941919,18.87,505.48,0,0,-22.28,1279.9,84.4,7.0,19.4,45.3,100.5,99,99,99,99,99.9,1,1,1,1,1,5,5743884277.203861,310984542.0,0.11359999,,6566377,6995331,4,99.2,-0.5,2026-07-09
3,QTTB,Healthcare,Biotechnology,NASDAQ,1224640,14.08,460.97,0,-5,-6.26,733.8,87.7,-3.8,-1.3,28.3,133.0,99,99,94,67,99.4,1,1,0,0,1,3,221959474.9373436,16956415.0,0.1112,,362602,842292,3,89.8,6.7,2026-07-09
4,CLYM,Healthcare,Biotechnology,NASDAQ,1531993,13.57,455.76,0,0,-0.88,923.7,100.0,4.4,11.6,21.1,122.7,99,99,99,97,99.8,1,1,1,0,1,4,738692974.8558903,57263023.0,0.074,,2003189,1301131,4,98.7,0.0,2026-07-09
5,SVC,Real Estate,REIT - Hotel & Motel,NASDAQ,8484485,8.57,452.58,78,72,178.7,641.5,100.0,182.3,270.3,353.5,339.0,99,21,15,32,92.2,1,0,0,0,0,1,1119668054.8744931,647206961.0,0.0242,-0.163,10667267,8874891,1,40.0,-37.2,2026-07-09
6,MXL,Technology,Semiconductors,NASDAQ,4411919,86.05,432.98,0,-16,-32.93,634.1,72.0,-3.9,3.6,7.3,165.9,99,99,83,73,98.5,1,1,0,0,1,3,8338519948.025322,89545959.0,0.0484,0.43,4519467,5174999,2,88.4,7.0,2026-07-09
7,ABVX,Healthcare,Biotechnology,NASDAQ,3247893,138.54,408.07,0,0,-6.91,1601.8,96.7,11.5,25.4,22.9,24.3,99,99,99,99,100.0,1,1,1,1,1,5,11543166283.78537,79800669.0,0.0621,0.352,3479279,2327731,4,99.2,-0.5,2026-07-09
8,SLS,Healthcare,Biotechnology,NASDAQ,10905764,13.76,406.57,0,-2,-13.35,871.9,86.2,-0.7,24.7,58.8,193.8,99,99,97,98,98.6,1,1,0,1,1,4,2945555868.508751,196632574.0,0.32349998,,15786964,10085136,4,98.1,0.6,2026-07-09
9,EVC,Communication Services,Advertising Agencies,NYSE,2257666,11.71,387.69,0,-15,-14.34,510.1,87.8,-3.1,8.5,33.2,173.1,99,99,84,87,97.1,1,1,0,0,0,2,1201111316.5550804,92039180.0,0.13270001,1.144,2416810,3432776,2,91.8,4.9,2026-07-09
10,BAND,Technology,Software - Infrastructure,NASDAQ,1511892,70.49,378.67,0,-35,-7.23,511.9,100.0,23.3,32.1,39.0,203.3,99,99,64,30,97.1,1,1,0,0,0,2,1972266062.3454664,32017307.0,0.052199997,0.198,1371647,1471969,2,72.5,18.2,2026-07-09
11,ALMS,Healthcare,Biotechnology,NASDAQ,1619647,29.74,359.19,1,2,-2.81,815.4,100.0,9.6,19.5,28.1,67.8,99,98,99,99,99.2,1,1,1,1,1,5,3378537470.0,127491980.0,0.1767,-0.9,2252702,1333430,4,98.8,-0.9,2026-07-09
12,MU,Technology,Semiconductors,NASDAQ,56893078,948.8,356.1,0,-1,-24.4,845.5,80.0,-5.7,-5.5,11.5,115.4,99,99,98,98,98.9,1,1,1,1,1,5,1101790779632.2524,1129393151.0,0.0369,3.457,58301024,54480028,4,98.5,0.3,2026-07-09
13,BE,Industrials,Electrical Equipment & Parts,NYSE,13471931,254.29,343.29,0,0,-27.61,957.3,72.4,-7.4,-9.5,-8.9,52.4,99,99,99,99,99.6,1,1,1,1,1,5,77053003569.17822,284443868.0,0.119799994,1.304,18632535,12409541,4,99.1,-0.3,2026-07-09
14,DMRA,Healthcare,Biotechnology,NASDAQ,772896,27.53,339.79,1,2,-28.17,1093.0,89.4,12.6,26.2,27.1,40.4,99,98,99,99,99.4,1,1,1,1,1,5,1845364727.943184,61553194.0,0.0249,,1384290,598318,4,98.9,-1.0,2026-07-09
15,WDC,Technology,Computer Hardware,NASDAQ,9440248,550.3,333.56,0,0,-31.2,794.3,75.3,-2.5,-6.4,6.6,92.9,99,99,99,99,99.3,1,1,1,1,1,5,185783668609.0,344682131.0,0.0866,0.455,10680826,8863805,4,99.1,-0.1,2026-07-09
16,SYRE,Healthcare,Biotechnology,NASDAQ,1566146,95.4,331.37,1,1,-6.53,566.3,98.2,8.7,11.5,24.8,115.6,99,98,98,92,98.4,1,1,1,0,1,4,7523057508.873375,86841253.0,0.1555,,2065709,1393977,4,96.6,1.0,2026-07-09
17,ATEX,Communication Services,Telecom Services,NASDAQ,557741,104.92,330.72,2,-7,-6.24,494.0,98.5,6.4,19.9,51.3,178.1,99,97,88,30,95.9,1,0,0,0,0,1,2050069439.3190763,19498473.0,0.1486,0.41,615073,470634,2,77.7,14.8,2026-07-09
18,ANRO,Healthcare,Biotechnology,NYSE,534918,26.09,329.75,1,2,-8.27,975.5,98.3,5.4,14.3,20.4,55.6,99,98,99,99,99.9,1,1,1,1,1,5,869627857.2970963,35093940.0,0.0553,,908376,448045,4,99.0,-1.2,2026-07-09
19,DFTX,Healthcare,Biotechnology,NASDAQ,4040092,45.32,309.91,4,6,-7.89,527.6,100.0,6.8,31.4,72.1,161.7,99,95,97,92,98.6,1,0,0,0,1,2,5865924211.964882,132743254.0,0.0983,,5471026,3018253,4,95.7,-1.4,2026-07-09
20,ABSI,Healthcare,Biotechnology,NASDAQ,7243316,11.1,309.65,2,-56,-7.92,398.7,98.4,2.2,22.9,61.1,171.0,99,97,39,45,96.1,1,0,0,0,0,1,1968431850.0736704,169400333.0,0.26610002,-0.818,10541368,6420413,2,69.3,16.7,2026-07-09
21,PENG,Technology,Information Technology Services,NASDAQ,3737223,78.47,304.14,0,-30,1.38,401.2,100.0,17.4,22.3,45.7,173.1,99,99,69,32,94.0,1,1,0,0,0,2,3230872914.950348,52560157.0,0.287,-0.062,4754940,3681728,2,73.5,18.9,2026-07-09
22,BLZE,Technology,Software - Infrastructure,NASDAQ,3997156,16.42,303.02,9,-67,-1.02,438.7,100.0,14.2,46.3,95.0,176.1,99,90,14,17,91.9,1,0,0,0,0,1,937430091.3518592,60014731.0,0.025999999,0.117,5618569,3776331,2,53.2,21.3,2026-07-09
23,RLMD,Healthcare,Biotechnology,NASDAQ,2058191,6.41,301.87,1,2,-19.88,1056.3,81.5,-0.4,-0.9,-5.0,31.9,99,98,99,99,99.6,1,1,1,1,1,5,659320554.9072218,104987346.0,0.0614,,3313224,1640420,4,98.9,-1.1,2026-07-09
24,PRAX,Healthcare,Biotechnology,NASDAQ,630709,332.99,301.21,1,2,-9.15,783.5,92.5,1.5,10.5,6.3,26.4,99,98,99,99,98.9,1,1,1,1,1,5,8879946788.194641,27878774.0,0.1283,,752387,535963,4,98.7,-0.7,2026-07-09
25,ABTC,Financial Services,Capital Markets,NASDAQ,14506553,5.86,298.52,94,98,-59.64,964.1,61.9,93.8,206.1,316.7,147.1,99,5,9,21,4.2,1,0,0,0,0,1,423677647.0352,754277456.0,0.0021,4.035,18214640,14091356,0,9.8,-3.2,2026-07-09
