rank,ticker,sector,industry,exchange,avg_vol_30d,price,rs_score,rs_delta,rs_delta_momentum,pct_from_52w_high,pct_from_52w_low,range_position,price_vs_sma10,price_vs_sma20,price_vs_sma50,price_vs_sma200,percentile,pct_1m,pct_3m,pct_6m,pct_12m,elite_rs,elite_1m,elite_3m,elite_6m,elite_12m,elite_count,market_cap,float_shares,short_float_pct,revenue_growth,avg_vol_10d,avg_vol_50d,tf_count_10,avg_pct,shape_score,date
1,DBGI,Consumer Cyclical,Apparel Retail,NASDAQ,635439,16.28,541.41,98,98,-28.09,4944.8,67.2,-4.0,64.0,263.5,165.3,99,1,1,26,55.5,1,0,0,0,0,1,8878172.440396309,574639.0,0.1104,-0.297,320698,5357431,0,20.9,-32.3,2026-08-07
2,ERAS,Healthcare,Biotechnology,NASDAQ,5200609,18.62,451.44,0,0,-23.31,1205.0,80.1,-0.6,-2.9,10.5,62.8,99,99,99,99,99.9,1,1,1,1,1,5,6300362159.431406,347127399.0,0.09819999,,3561439,5372241,4,99.2,-0.5,2026-08-07
3,QTTB,Healthcare,Biotechnology,NASDAQ,1909049,16.49,443.69,0,-3,-30.04,893.9,73.8,3.9,3.2,17.3,141.3,99,99,96,90,99.6,1,1,0,0,1,3,465834212.5864105,29708814.0,0.1522,,498119,1807693,4,96.2,1.8,2026-08-07
4,FBRX,Healthcare,Biotechnology,NASDAQ,1831228,76.61,402.56,36,67,-0.76,655.1,99.8,3.2,25.1,112.0,177.5,99,63,94,98,99.4,1,0,0,1,1,3,1569533432.534752,20489993.0,0.1013,,3493065,1203285,3,88.6,-28.3,2026-08-07
5,SLS,Healthcare,Biotechnology,NASDAQ,9726398,11.86,386.28,0,-3,-25.31,741.7,73.3,7.1,-0.7,8.8,109.2,99,99,96,98,99.1,1,1,0,1,1,4,1968292110.7456243,196632574.0,0.2823,,6415756,9221905,4,98.0,0.4,2026-08-07
6,EVC,Communication Services,Advertising Agencies,NYSE,1718587,11.6,328.97,0,-1,-15.57,476.3,82.0,1.6,2.9,6.5,115.0,99,99,98,77,97.8,1,1,1,0,0,3,1032679624.1771126,92039180.0,0.1302,1.144,1365753,1902390,3,93.0,5.1,2026-08-07
7,YXT,Technology,Software - Application,NASDAQ,1985872,23.43,328.9,90,96,103.74,205.8,25.7,44.5,78.9,87.3,28.5,99,9,15,17,8.1,1,0,0,0,0,1,17761592.793683052,5960266.0,1.01,0.047,5936388,1219062,0,12.3,-1.7,2026-08-07
8,CLYM,Healthcare,Biotechnology,NASDAQ,1375017,12.47,319.48,0,0,-13.49,769.6,100.0,12.1,9.8,14.0,92.2,99,99,99,99,99.5,1,1,1,1,1,5,681429951.8558903,57263023.0,0.1694,,973352,1343568,4,99.1,-0.2,2026-08-07
9,DMRA,Healthcare,Biotechnology,NASDAQ,763480,30.83,311.47,0,0,-19.56,1058.1,86.5,1.8,-0.2,13.5,23.8,99,99,99,99,99.7,1,1,1,1,1,5,1784427079.971592,61553194.0,0.088999994,,426231,644968,4,99.2,-0.4,2026-08-07
10,NUAI,Technology,Software - Infrastructure,NASDAQ,8421495,5.18,305.02,0,0,-45.16,1468.4,62.5,7.0,7.9,0.7,7.7,99,99,99,99,100.0,1,1,1,1,1,5,472015709.02423096,101290928.0,0.2364,1.458,5854597,8594551,4,99.2,-0.5,2026-08-07
11,MU,Technology,Semiconductors,NASDAQ,49970296,893.19,304.08,0,0,-28.83,710.3,69.9,2.8,-1.3,-9.3,65.8,99,99,99,98,99.6,1,1,1,1,1,5,929524478155.22,1129393151.0,0.0321,3.457,49091350,52457820,4,98.9,-0.1,2026-08-07
