rank,ticker,sector,industry,exchange,avg_vol_30d,price,rs_score,rs_delta,rs_delta_momentum,pct_from_52w_high,pct_from_52w_low,range_position,price_vs_sma10,price_vs_sma20,price_vs_sma50,price_vs_sma200,percentile,pct_1m,pct_3m,pct_6m,pct_12m,elite_rs,elite_1m,elite_3m,elite_6m,elite_12m,elite_count,market_cap,float_shares,short_float_pct,revenue_growth,avg_vol_10d,avg_vol_50d,tf_count_10,avg_pct,shape_score,date
1,LWLG,Basic Materials,Specialty Chemicals,NASDAQ,7768644,13.72,581.57,0,-5,-10.27,1836.9,100.0,21.2,36.5,94.8,233.3,99,99,94,98,100.0,1,1,0,1,1,4,1908237707.1906853,150610710.0,0.097799994,5.945,9142753,6744640,4,97.8,0.2,2026-05-01
2,LITE,Technology,Communication Equipment,NASDAQ,6511354,902.32,577.58,0,0,-6.01,1444.1,100.0,9.2,9.8,24.6,150.6,99,99,99,97,99.9,1,1,1,1,1,5,62949097045.89844,71400000.0,0.13949999,0.655,4903472,6398652,4,98.7,-0.0,2026-05-01
3,AAOI,Technology,Communication Equipment,NASDAQ,11860752,164.36,575.98,0,-4,-5.22,1216.4,100.0,18.6,24.5,60.9,257.3,99,99,95,90,99.7,1,1,0,0,1,3,12596574716.8526,77675124.0,0.1345,0.339,9141166,12048851,4,95.9,1.8,2026-05-01
4,ANL,Healthcare,Biotechnology,NASDAQ,551289,14.27,535.3,0,0,-17.28,1661.4,93.0,5.0,13.8,50.0,252.1,99,99,99,18,99.2,1,1,1,0,1,4,953089494.682932,64397938.0,0.048899997,1.781,665707,415773,3,78.8,16.1,2026-05-01
5,BE,Industrials,Electrical Equipment & Parts,NYSE,10923542,283.36,516.99,0,0,16.99,1680.1,100.0,18.1,37.3,65.5,154.0,99,99,99,99,99.8,1,1,1,1,1,5,65698686163.60289,284200747.0,0.0934,0.359,10975957,10604739,4,99.2,-0.4,2026-05-01
6,HYMC,Basic Materials,Gold,NASDAQ,2800720,36.46,507.3,0,0,-37.92,1303.3,67.9,1.1,-0.1,-1.7,86.2,99,99,99,97,99.6,1,1,1,1,1,5,3463469845.397026,91048101.0,0.17989999,,2054921,3401206,4,98.6,0.1,2026-05-01
7,AEHR,Technology,Semiconductor Equipment & Materials,NASDAQ,3713683,90.56,472.0,1,-3,-11.63,1036.4,95.2,2.4,16.5,69.6,190.5,99,98,94,95,99.5,1,1,0,0,1,3,3016681706.3252563,31453254.0,0.1864,-0.437,3525519,2942167,4,96.6,0.3,2026-05-01
8,TNGX,Healthcare,Biotechnology,NASDAQ,3145364,21.62,454.21,0,0,-23.9,1807.3,74.5,-15.7,-11.2,7.7,83.7,99,99,99,97,99.8,1,1,1,1,1,5,3717123389.698872,144242271.0,0.2827,-1.0,3174654,3484936,4,98.7,0.0,2026-05-01
9,BNAI,Technology,Software - Infrastructure,NASDAQ,620186,28.12,439.99,0,0,-67.41,2137.5,41.5,-10.9,-28.5,-28.5,85.0,99,99,99,56,98.8,1,1,1,0,1,4,176047099.22447586,5864327.0,0.1092,,618188,1035849,3,88.2,8.7,2026-05-01
10,MXL,Technology,Semiconductors,NASDAQ,4169450,70.75,435.67,25,18,11.38,664.2,100.0,50.4,113.2,211.2,312.6,99,74,67,60,98.9,1,0,0,0,1,2,5401412219.552742,89545959.0,0.0892,0.43,10355311,2937012,1,75.0,-8.9,2026-05-01
11,PL,Industrials,Aerospace & Defense,NYSE,16495725,36.97,410.95,0,0,-11.36,1001.5,91.8,0.5,2.0,19.1,100.1,99,99,99,98,99.5,1,1,1,1,1,5,12267521041.516651,346149027.0,0.1359,0.411,9456645,13821725,4,98.9,-0.1,2026-05-01
12,KOD,Healthcare,Biotechnology,NASDAQ,1562826,43.48,405.89,0,-1,-9.11,1220.1,94.2,-2.0,1.0,29.4,102.3,99,99,98,98,99.4,1,1,1,1,1,5,2787060924.884205,62155685.0,0.26450002,,543670,1163292,4,98.6,0.1,2026-05-01
