rank,ticker,sector,industry,exchange,avg_vol_30d,price,rs_score,rs_delta,rs_delta_momentum,pct_from_52w_high,pct_from_52w_low,range_position,price_vs_sma10,price_vs_sma20,price_vs_sma50,price_vs_sma200,percentile,pct_1m,pct_3m,pct_6m,pct_12m,elite_rs,elite_1m,elite_3m,elite_6m,elite_12m,elite_count,market_cap,float_shares,short_float_pct,revenue_growth,avg_vol_10d,avg_vol_50d,tf_count_10,avg_pct,shape_score,date
1,STAK,Energy,Oil & Gas Equipment & Services,NASDAQ,4110819,5.81,575.65,5,-2,-38.84,1796.6,66.5,-5.6,57.6,170.5,458.1,99,94,87,3,88.3,1,0,0,0,0,1,148303890.24950838,19210349.0,0.37240002,0.134,8143067,3087499,1,68.1,21.8,2026-06-16
2,AAOI,Technology,Communication Equipment,NASDAQ,13465761,191.55,504.65,0,0,-18.03,917.9,74.7,-5.3,-4.3,1.5,126.3,99,99,99,73,99.7,1,1,1,0,1,4,13565040006.231491,80242767.0,0.12979999,0.514,15763624,12702054,3,92.7,4.8,2026-06-16
3,MXL,Technology,Semiconductors,NASDAQ,4887299,88.76,493.22,0,-27,-16.48,596.9,80.2,1.8,-5.3,21.9,181.0,99,99,72,68,98.6,1,1,0,0,1,3,7563051615.158226,89545959.0,0.045500003,0.43,4258188,5373363,2,84.4,9.1,2026-06-16
4,NUAI,Technology,Software - Infrastructure,NASDAQ,7513896,5.63,471.25,0,0,-40.39,1553.5,66.1,3.4,10.2,16.7,31.4,99,99,99,99,99.6,1,1,1,1,1,5,552035538.2802887,101290928.0,0.1019,1.458,8260120,7137968,4,99.1,-0.3,2026-06-16
5,OPTX,Technology,Electronic Components,NASDAQ,1255628,12.23,462.64,1,2,-18.03,817.7,78.8,-8.5,-1.5,15.7,114.9,99,98,99,58,99.0,1,1,1,0,1,4,533708383.5,40279878.0,0.1659,-0.079,1094964,1337586,3,88.5,7.4,2026-06-16
6,WDC,Technology,Computer Hardware,NASDAQ,7119428,653.53,448.76,0,0,8.46,1086.3,100.0,20.7,26.6,46.8,162.3,99,99,99,98,99.8,1,1,1,1,1,5,194031909479.30267,344682131.0,0.1043,0.455,6987486,7240051,4,98.9,-0.2,2026-06-16
7,BW,Industrials,Specialty Industrial Machinery,NYSE,3727539,16.33,443.61,0,0,-25.87,1781.2,75.1,1.7,-6.0,-3.8,72.3,99,99,99,99,100.0,1,1,1,1,1,5,2393339647.124445,148839531.0,0.0753,0.443,2458198,3466705,4,99.2,-0.5,2026-06-16
8,MU,Technology,Semiconductors,NASDAQ,55714790,1087.99,440.81,0,-1,-0.12,873.3,93.2,4.1,10.0,44.8,161.0,99,99,98,96,99.3,1,1,1,0,1,4,1106995005282.5684,1127734051.0,0.0334,1.963,54776672,49143340,4,98.1,0.6,2026-06-16
9,AEHR,Technology,Semiconductor Equipment & Materials,NASDAQ,2387570,115.88,435.2,0,-1,-4.86,840.2,88.9,0.3,4.4,13.7,136.4,99,99,98,87,99.4,1,1,1,0,1,4,3411734499.775085,31453254.0,0.1378,-0.437,2026401,3265536,3,95.9,2.3,2026-06-16
10,ERAS,Healthcare,Biotechnology,NASDAQ,4761730,14.43,429.88,0,0,-40.57,961.9,57.1,-0.1,5.1,-3.7,58.8,99,99,99,95,99.4,1,1,1,0,1,4,4369332874.415594,310984542.0,0.115,,5065721,7002484,4,98.1,0.6,2026-06-16
11,ASTC,Technology,Scientific & Technical Instruments,NASDAQ,8594839,16.91,420.67,84,78,-75.44,641.0,29.2,-40.3,-29.4,46.4,191.8,99,15,9,10,88.7,1,0,0,0,0,1,34204674.40182686,1799299.0,0.5832,-0.358,2620667,5216007,0,30.7,-35.2,2026-06-16
12,QTTB,Healthcare,Biotechnology,NASDAQ,1172117,12.86,402.45,2,4,-13.4,837.5,90.1,0.4,18.2,64.6,178.3,99,97,99,89,98.7,1,0,1,0,1,3,214329091.4215231,16956415.0,0.1058,,619523,833318,3,95.9,0.5,2026-06-16
13,LITE,Technology,Communication Equipment,NASDAQ,6287576,957.24,399.56,0,0,-11.83,920.5,81.6,-2.3,-3.2,-3.3,73.3,99,99,99,99,99.6,1,1,1,1,1,5,71697367810.0586,77800000.0,0.1454,0.901,6133388,5983901,4,99.2,-0.3,2026-06-16
14,BE,Industrials,Electrical Equipment & Parts,NYSE,10183132,274.5,395.14,0,0,-14.97,1216.2,90.6,5.8,1.1,10.3,85.4,99,99,99,98,99.9,1,1,1,1,1,5,74017983678.18152,284443868.0,0.1149,1.304,10433238,10465573,4,99.0,-0.2,2026-06-16
15,CLYM,Healthcare,Biotechnology,NASDAQ,1074295,11.49,375.96,0,0,-7.93,807.6,86.3,-1.9,-2.6,5.4,97.8,99,99,99,98,99.1,1,1,1,1,1,5,655088959.0914793,57263023.0,0.0471,,1456105,962163,4,98.8,0.1,2026-06-16
16,STI,Industrials,Electrical Equipment & Parts,NASDAQ,5603310,20.9,375.89,17,-12,-54.57,576.3,54.4,-10.7,48.1,133.2,160.5,99,82,53,80,97.6,1,0,0,0,0,1,214685913.29901505,8495683.0,0.0221,,16695352,3399662,1,78.2,-4.5,2026-06-16
17,STX,Technology,Computer Hardware,NASDAQ,3717762,1018.8,368.47,0,-1,5.38,688.1,100.0,13.3,17.6,39.9,149.8,99,99,98,97,98.9,1,1,1,0,1,4,210649765109.28003,226252116.0,0.0458,0.441,3113328,3974677,4,98.2,0.5,2026-06-16
18,VPG,Technology,Scientific & Technical Instruments,NYSE,666736,146.03,364.28,1,-8,0.69,439.1,93.7,6.0,11.6,57.9,170.9,99,98,89,88,96.8,1,1,0,0,0,2,1855755576.828003,13301000.0,0.0986,0.176,606038,488765,2,93.0,3.5,2026-06-16
19,RXT,Technology,Software - Infrastructure,NASDAQ,33844480,5.91,360.17,0,-11,-22.75,1418.3,84.3,16.9,22.6,74.7,239.1,99,99,88,12,96.3,1,1,0,0,0,2,1355770408.8206258,249222499.0,0.13350001,0.019,15577581,22847826,2,73.8,19.9,2026-06-16
20,HYLN,Consumer Cyclical,Auto Parts,NYSE ARCA,6043872,7.41,359.72,2,-25,-7.03,462.9,97.0,4.3,14.0,86.3,199.2,99,97,70,40,96.6,1,0,0,0,0,1,1319621593.0066109,178327240.0,0.0729,4.791,6571918,3923347,2,75.9,14.3,2026-06-16
21,INTC,Technology,Semiconductors,NASDAQ,138109274,127.86,356.77,0,-7,-3.68,506.2,88.7,3.1,1.7,18.8,114.9,99,99,92,90,97.3,1,1,0,0,0,2,626088818466.1865,5026000000.0,0.0269,0.072,132535833,138631716,4,94.6,3.4,2026-06-16
22,VICR,Technology,Electronic Components,NASDAQ,844876,322.41,347.88,0,-1,-10.91,631.1,91.6,7.3,6.0,19.8,110.2,99,99,98,95,98.6,1,1,1,0,1,4,13846263503.617706,45581407.0,0.0764,0.202,702489,845223,4,97.7,1.1,2026-06-16
23,DOCN,Technology,Software - Infrastructure,NYSE,3734134,181.29,347.34,0,-2,-1.72,576.7,95.4,0.5,4.7,29.9,141.8,99,99,97,86,97.8,1,1,0,0,0,2,17787831264.435364,104364181.0,0.1573,0.224,2845912,4124188,3,94.9,3.4,2026-06-16
24,VSH,Technology,Semiconductors,NYSE,8012641,63.72,344.28,3,-18,-4.4,411.1,93.2,1.1,11.2,54.9,173.3,99,96,75,34,93.4,1,0,0,0,0,1,8081964152.636707,136105827.0,0.11350001,0.173,10424525,5957559,2,74.6,15.8,2026-06-16
25,BNAI,Technology,Software - Infrastructure,NASDAQ,727385,19.18,339.17,0,0,-77.77,1730.8,33.6,13.5,20.3,-17.1,28.5,99,99,99,7,97.3,1,1,1,0,0,3,139249212.05853462,6516107.0,0.115200005,9.431,1554257,726833,3,75.6,19.2,2026-06-16
26,MRVL,Technology,Semiconductors,NASDAQ,45566699,308.88,339.07,3,-17,-4.73,347.2,85.1,-1.8,13.4,46.3,151.7,99,96,76,60,94.2,1,0,0,0,0,1,244681570678.7109,874800000.0,0.0471,0.276,79218239,38714529,2,81.6,10.1,2026-06-16
27,ICHR,Technology,Semiconductor Equipment & Materials,NASDAQ,1218840,89.47,329.31,1,1,1.55,510.0,95.1,12.4,17.4,24.2,127.7,99,98,98,21,96.2,1,1,1,0,0,3,3026460306.8058014,34867053.0,0.0577,0.047,1251552,1030652,3,78.3,16.3,2026-06-16
