rank,industry,sector,rs_score,percentile,pct_1m,pct_3m,pct_6m,tickers
1,Semiconductor Equipment & Materials,Technology,188.81,99,99,95,88,"AEHR,TRT,ASYS,ICHR,UCTT,FORM,ATOM,INTT,TER,KLIC,VECO,LRCX,AMKR,ACLS,ACMR,COHU,PLAB,AMAT,ONTO,KLAC,NVMI,CAMT,ASML,Q,ENTG,IPGP,AMBA,DQ,SMTK"
2,Semiconductors,Technology,185.61,99,96,87,84,"MXL,MU,NVTS,MRAM,TSEM,INTC,WOLF,AIP,QUIK,SIMO,VSH,POET,HIMX,LASR,AMD,GCTS,MRVL,SMTC,SITM,AMBQ,SKYT,ASX,STM,ALAB,MTSI,ARM,GFS,UMC,ON,CRDO,LSCC,SYNA,IMOS,GSIT,MX,CEVA,AOSL,VLN,DIOD,RMBS,MPWR,POWI,TXN,QCOM,WKEY,IPWR,ALGM,ADI,NXPI,ALMU,MCHP,TSM,SLAB,INDI,NVEC,CRUS,AVGO,MCHPP,SWKS,QRVO,LEDS,NVDA,PRSO,PI,PXLW,LAES,SQNS,MOBX,NA,ICG"
3,Aluminum,Basic Materials,176.01,98,99,97,89,"CENX,CSTM,KALU,AA"
4,Communication Equipment,Technology,167.78,97,98,93,93,"AAOI,LITE,CIEN,WATT,VIAV,VSAT,ONDS,SILC,NOK,OCC,TSAT,ASTS,FEIM,VISN,FIEE,HPE,AMPG,LTRX,ADTN,CSCO,DGII,EXTR,AIRG,GILT,HLIT,CMTL,ERIC,CLFD,BKTI,CRNT,INSG,AUDC,UI,NTGR,UTSI,MITQ,BOSC,ZBRA,SYNX,MSI,BDC,AVNW,FKWL,CLRO"
5,Financial Conglomerates,Financial Services,156.32,97,91,89,43,"RILYL,RILYP,RILY,IX,VOYA,HTH,FRHC,TREE"
6,Oil & Gas Drilling,Energy,154.12,96,97,94,68,"NBR,PTEN,BORR,RIG,VAL,HP,NE,PDS,SDRL,SOC"
7,Silver,Basic Materials,149.54,95,97,99,99,"NEWP,SVM,AG,AYA,EXK"
8,Electronic Components,Technology,138.1,95,93,90,88,"OPTX,VICR,TTMI,LPTH,KOPN,WBX,FLEX,GLW,BELFA,OUST,BELFB,SANM,FN,BHE,CPSH,CLS,PLXS,JBL,LFUS,KN,RELL,MPTI,ROG,MEI,CTS,RAL,ALNT,KULR,LINK,WETH,LYTS,DAIO,APH,DSWL,DAKT,TEL,ELTK,OSIS,OLED,MTEK,OST,NEON,IMTE,GAUZ,HOLO,REFR,SELX,MSAI"
9,Computer Hardware,Technology,128.87,94,74,71,83,"WDC,STX,VELO,OSS,DELL,UMAC,IONQ,DDD,RGTI,QBTS,DPRO,ALOT,P,ANET,QMCO,CRSR,QUBT,LOGI,MCRP,HPQ,KTCC,TACT,SMCI,NNDM,BGIN,UAVS,SSYS,QCLS,CRCT,SCKT,YIBO,EBON,CAN,AMCI,BTCT,AGMH"
10,Oil & Gas Equipment & Services,Energy,127.15,93,95,91,67,"EFXT,PUMP,DWSN,NESR,SEI,FET,LBRT,WTTR,KGS,STAK,SND,AESI,FTI,HAL,WFRD,ACDC,KLXE,TS,FLOC,INVX,OII,SLB,NGS,NPKI,FTK,AROC,RES,NOV,TDW,BKR,HLX,WHD,NEXT,WBI,OIS,XPRO,LB,NCSM,USAC,RNGR,VTOL,DTI,CLB,NOA,LSE,OMSE,GEOS,RCON"
11,Copper,Basic Materials,123.06,93,95,98,96,"HBM,TGB,SCCO,ERO,FCX,IE"
12,Electrical Equipment & Parts,Industrials,123.02,92,81,84,91,"BE,FCEL,TE,BLDP,POWL,RFIL,AMPX,PLUG,ELVA,VRT,ENS,PLPC,NVT,AEIS,PPSI,ATKR,ESP,TGEN,STI,POLA,ULBI,EAF,OESX,HUBB,ADSE,KE,AYI,EOSE,ENVX,HAYW,APWC,NEOV,LTBR,ENR,CBAT,EPOW,SKYX,SDST,DFLI,NVX,FLUX,XPON,GWH,CCTG,RAYA,ELPW,LNKS"
13,Other Industrial Metals & Mining,Basic Materials,121.39,91,90,96,98,"ALM,ELVR,CRML,LAR,NEXA,SCZM,MTRN,USAS,USAR,SGML,TMQ,NAK,UAMY,NVA,MP,CMP,TECK,TII,RIO,SKE,BHP,WRN,VALE,ALOY,NB,LZM,GRO,LAC,SLI,XPL,IONR,CHNR,IPX,USGO,FURY,TMC,GSM,VZLA,NMG,ATLX,OMEX,WWR,LGO,ELBM,FMST,FNUC,NEXM"
14,Utilities - Independent Power Producers,Utilities,121.27,90,83,82,95,"DGXX,KEN,TAC,TLN,OKLO,CEG,VST,NRG"
15,Trucking,Industrials,115.6,90,83,67,3,"RXO,ARCB,HTLD,CVLG,TFII,KNX,SAIA,WERN,MRTN,SNDR,XPO,ODFL,PAMT,TOPP,ULH,ETS"
16,Oil & Gas Midstream,Energy,112.97,89,87,83,59,"NGL,TORO,PBT,TEN,LPG,INSW,BWLP,CMBT,FRO,NAT,IMPP,TRGP,PXS,TRMD,STNG,VG,TK,PAGP,PAA,SUNC,SOBO,NVGS,TNK,KNOP,FLNG,DTM,DHT,KNTK,TRP,GLNG,WMB,PBA,OKE,EPD,WES,ENB,SMC,MARPS,KMI,VNOM,AM,ET,EE,CQP,HESM,TMDE,SBR,MPLX,LNG,GLP,IMPPP,DLNG,GEL,MMLP,BANL,NFE,RBNE,TOPS"
17,Other Precious Metals & Mining,Basic Materials,112.1,88,93,97,99,"GORO,HL,MUX,BVN,SLSR,VOXR,ASM,MTA,LODE,PPTA,SBSW,GRML,ELE,TFPM,ITRG,PLG"
18,Healthcare Plans,Healthcare,112.04,88,34,20,38,"OSCR,CLOV,CNC,HUM,UNH,CVS,ELV,PGNY,MOH,CI,ALHC"
19,Aerospace & Defense,Industrials,111.66,87,67,88,69,"PL,SATL,SIDU,LUNR,RKLB,SIF,HOVR,RDW,FLY,PKE,ATRO,MOB,SWBI,DFSC,VOYG,DCO,ESLT,MRCY,FTAI,CVU,CW,AIR,CODA,VVX,HWM,BWXT,WWD,NPK,HXL,ISSC,POWW,RGR,DRS,XTIA,POWWP,SPCE,TXT,KRMN,RCAT,LHX,GD,RTX,GE,OPXS,SPAI,FTAIM,FTAIN,HII,LMT,BA,VSEC,HEI,AIRI,EMBJ,SARO,NOC,TDG,KTOS,TATT,LOAR,EVEX,MNTS,CAE,CDRE,ACHR,VWAV,AVAV,AXON,BETA,MRLN,PEW,EH,EVTL,GPUS,AIRO,PRZO,BYRN,KITT,DFNS"
20,Solar,Technology,110.39,86,79,88,90,"TOYO,TYGO,ASTI,SEDG,ENPH,SHLS,NXT,CSIQ,FSLR,SPRU,RUN,TURB,ARRY,JKS,SUNE,BEEM,FTCI,SPWR,SMXT,ZEO,PN"
21,Gold,Basic Materials,110.07,86,94,99,97,"HYMC,AUGO,TRX,ARIS,IAUX,MAKO,SSRM,THM,CGAU,AAUC,IDR,IAG,SA,PAAS,VGZ,OGC,NEM,B,AU,CDE,PZG,KGC,CNL,DC,WPM,EQX,NG,DRD,GFI,EGO,AGI,USAU,FNV,AEM,FSM,BTG,OR,RGLD,GAU,GROY,GLDG,NFGC,HMY,CMCL,ODV,ORLA,CTGO,AUST,NAMM,BGL"
