rank,industry,sector,rs_score,percentile,pct_1m,pct_3m,pct_6m,tickers
1,Silver,Basic Materials,144.83,99,82,99,99,"NEWP,AYA,SVM,AG,EXK"
2,Semiconductor Equipment & Materials,Technology,132.82,99,99,99,95,"AEHR,ICHR,TRT,UCTT,ACMR,AMAT,FORM,TER,ONTO,LRCX,COHU,ASYS,KLIC,ASML,KLAC,ATOM,VECO,ENTG,ACLS,INTT,AMKR,Q,CAMT,AMBA,PLAB,NVMI,IPGP,DQ,SMTK"
3,Copper,Basic Materials,124.21,98,70,95,98,"TGB,ERO,HBM,SCCO,TECK,FCX,IE"
4,Aluminum,Basic Materials,121.9,97,90,97,97,"KALU,CSTM,CENX,AA"
5,Apparel Retail,Consumer Cyclical,121.3,97,40,37,60,"DBGI,LVLU,VSXY,TLYS,CTRN,CURV,ANF,DLTH,ROST,JILL,CRI,BURL,GCO,CAL,AEO,URBN,TJX,CATO,SFIX,BOOT,LE,GAP,AKA,ZUMZ,BKE,SHOE,LULU,RENT,DXLG,BRIA,MYSZ,JEM"
6,Healthcare Plans,Healthcare,120.16,96,98,89,22,"CLOV,CNC,OSCR,HUM,UNH,PGNY,MOH,CVS,ELV,CI,ALHC"
7,Diagnostics & Research,Healthcare,118.88,95,84,58,69,"TWST,CDNA,PSNL,BDSX,QUCY,GH,NEO,ADPT,NTRA,CRL,ILMN,CSTL,ADVB,XGN,IQV,DGX,MEDP,GRAL,VCYT,RDNT,LH,WAT,A,TMO,RVTY,SHC,WGS,ICLR,MTD,XWEL,OPK,DHR,QGEN,PRPO,MBAI,IMDX,FRNM,FLGT,IDXX,BLLN,NDRA,BNR,MYGN,BIAF,ISPC,MDXH"
8,Semiconductors,Technology,118.05,95,99,98,85,"MU,MXL,TSEM,INTC,ASX,MRVL,UMC,SIMO,AMD,IMOS,AMBQ,SITM,GCTS,ALAB,ARM,NVEC,VSH,AIP,STM,SMTC,CRDO,LSCC,QUIK,DIOD,HIMX,MTSI,MRAM,AOSL,SLAB,TXN,TSM,ADI,POWI,NVTS,PI,WOLF,SYNA,ON,MPWR,CEVA,LASR,AVGO,MX,POET,ALGM,MCHP,GFS,NVDA,QRVO,MCHPP,LEDS,SWKS,PXLW,GSIT,NXPI,QCOM,IPWR,RMBS,CRUS,ALMU,INDI,WKEY,VLN,LAES,FABC,PRSO,NA,ICG,SQNS,MOBX"
9,Medical Care Facilities,Healthcare,117.17,93,97,80,64,"AGL,PIII,PACS,CMPS,INNV,LFST,NUTX,MCTA,AMN,ACHC,PARK,NHC,CON,GRDN,THC,PNTG,AVAH,SNDA,MD,ASTH,CHE,BKD,SRTA,DVA,HCSG,USPH,EHC,ADUS,FMS,ENSG,ARDT,CYH,OPCH,AUNA,SGRY,JYNT,HCA,WW,UHS,CCEL,CCM,AMS,DCGO,AIRS,BTMD,BMGL,NIVF"
10,Communication Equipment,Technology,117.17,93,97,97,93,"AAOI,LITE,HPE,CLRO,VSAT,AMPG,OCC,DGII,SILC,TSAT,CIEN,FEIM,VIAV,WATT,ZBRA,CSCO,ONDS,NOK,VISN,EXTR,AUDC,LTRX,MSI,BDC,HLIT,BKTI,AVNW,AIRG,ERIC,ASTS,UTSI,NTGR,FIEE,BOSC,CRNT,UI,SYNX,MITQ,CLFD,GILT,ADTN,FKWL,CMTL,INSG"
11,Banks - Diversified,Financial Services,115.02,92,92,77,87,"BMO,BBVA,BNY,TD,HSBC,RY,SAN,MUFG,SMFG,UBS,CM,ING,BNS,BAC,NTB,BCS,C,JPM,WFC"
12,Oil & Gas Refining & Marketing,Energy,112.58,92,91,82,67,"PBF,DK,VLO,PARR,MPC,DINO,PSX,WKC,UGP,DKL,SUN,CAPL,CVI,SGU,APC,IEP,CLNE,CSAN,DLXY"
13,Oil & Gas Equipment & Services,Energy,112.53,91,95,91,90,"NESR,STAK,FTK,FET,DWSN,OII,WTTR,SND,WHD,FTI,TDW,LB,KGS,INVX,NCSM,EFXT,XPRO,WBI,HLX,NOV,OIS,SLB,BKR,PUMP,TS,SEI,WFRD,VTOL,AROC,NGS,RNGR,HAL,FLOC,RES,LBRT,USAC,NEXT,NOA,LSE,KLXE,CLB,OMSE,DTI,AESI,ACDC,GEOS,RCON"
14,Electronics & Computer Distribution,Technology,112.31,90,87,61,38,"NSIT,AVT,SNX,ARW,CNXN,SCSC,CLMB,IZM"
15,Textile Manufacturing,Consumer Cyclical,111.45,90,71,4,1,"SMJF,UFI,AIN,CULP,PASW"
