rank,industry,sector,rs_score,percentile,pct_1m,pct_3m,pct_6m,tickers
1,Semiconductor Equipment & Materials,Technology,200.66,99,99,97,90,"ICHR,AEHR,UCTT,ACMR,COHU,TRT,TER,AMAT,KLIC,LRCX,FORM,AMKR,VECO,ONTO,KLAC,ASYS,ATOM,ACLS,INTT,ASML,ENTG,Q,NVMI,CAMT,IPGP,PLAB,AMBA,DQ,SMTK"
2,Semiconductors,Technology,176.73,99,99,83,86,"MXL,MU,INTC,ALAB,AIP,SIMO,VSH,UMC,MRVL,AMD,AMBQ,TSEM,ASX,MRAM,QUIK,STM,ARM,WOLF,SMTC,NVTS,SITM,CRDO,IMOS,ALGM,MTSI,GFS,CEVA,GCTS,LSCC,SKYT,AOSL,LASR,DIOD,HIMX,POET,POWI,SYNA,ON,TSM,IPWR,MX,NVEC,TXN,RMBS,GSIT,ALMU,VLN,MPWR,ADI,MCHP,SLAB,NXPI,MCHPP,QCOM,AVGO,CRUS,NVDA,QRVO,WKEY,SWKS,PI,INDI,LEDS,LAES,PXLW,SQNS,PRSO,NA,ICG,MOBX"
3,Electronic Components,Technology,146.17,98,95,89,87,"VICR,OPTX,WBX,GLW,MEI,TTMI,FLEX,OUST,LPTH,KOPN,BHE,BELFB,ALNT,BELFA,SANM,ROG,KN,MPTI,RELL,PLXS,CPSH,LFUS,RAL,JBL,CLS,CTS,APH,LYTS,DAIO,FN,DSWL,KULR,DAKT,LINK,ELTK,TEL,WETH,OSIS,OST,OLED,MTEK,IMTE,HOLO,REFR,MSAI,NEON,GAUZ"
4,Communication Equipment,Technology,142.72,97,97,96,93,"AAOI,LITE,OCC,WATT,AMPG,VIAV,CIEN,VSAT,SILC,NOK,HPE,EXTR,VISN,DGII,FEIM,HLIT,ONDS,CSCO,TSAT,ASTS,ADTN,AIRG,LTRX,CLFD,BKTI,ERIC,GILT,FIEE,CRNT,AUDC,ZBRA,BDC,MSI,UTSI,NTGR,UI,BOSC,INSG,AVNW,MITQ,SYNX,CLRO,CMTL,FKWL"
5,Aluminum,Basic Materials,137.61,97,98,99,97,"KALU,CSTM,CENX,AA"
6,Healthcare Plans,Healthcare,136.96,96,85,9,49,"CLOV,OSCR,HUM,CNC,CVS,PGNY,UNH,ALHC,MOH,ELV,CI"
7,Financial Conglomerates,Financial Services,131.54,95,95,95,69,"RILYL,RILYP,RILY,IX,VOYA,HTH,TREE,FRHC,TMS"
8,Computer Hardware,Technology,129.36,95,96,48,67,"WDC,STX,ALOT,DELL,OSS,VELO,QTEX,QMCO,UMAC,KTCC,DDD,IONQ,QBTS,CRSR,TACT,ANET,RGTI,P,DPRO,HPQ,LOGI,QUBT,YIBO,SMCI,CRCT,SSYS,MCRP,NNDM,QCLS,UAVS,EBON,AGMH,AMCI,SCKT,BGIN,CAN,BTCT"
9,Trucking,Industrials,125.42,94,92,70,22,"RXO,CVLG,ARCB,HTLD,KNX,WERN,SNDR,TFII,MRTN,PAMT,XPO,SAIA,ODFL,TOPP,ETS,ULH"
10,Silver,Basic Materials,121.67,93,97,99,99,"SVM,AYA,NEWP,AG,EXK"
11,Oil & Gas Equipment & Services,Energy,118.6,93,88,93,81,"STAK,DWSN,NESR,SEI,EFXT,KGS,PUMP,WTTR,SND,LBRT,OII,FET,AROC,FTK,AESI,WBI,FTI,NGS,TS,KLXE,NOV,HAL,INVX,HLX,FLOC,SLB,BKR,LB,ACDC,WFRD,WHD,XPRO,TDW,USAC,RNGR,VTOL,OIS,RES,NEXT,NOA,NCSM,LSE,OMSE,CLB,DTI,GEOS,RCON"
12,REIT - Hotel & Motel,Real Estate,118.57,92,79,38,34,"CLDT,PEB,RLJ,INN,APLE,XHR,DRH,HST,RHP,PK,IHT,SHO,SVC,AHT,BHR"
