rank,industry,sector,rs_score,percentile,pct_1m,pct_3m,pct_6m,tickers
1,Silver,Basic Materials,143.76,99,90,99,99,"NEWP,AYA,SVM,AG,EXK"
2,Semiconductor Equipment & Materials,Technology,137.63,99,99,99,95,"AEHR,ICHR,TRT,UCTT,ACMR,AMAT,ONTO,FORM,TER,COHU,LRCX,ASYS,KLIC,VECO,ASML,KLAC,ENTG,ATOM,ACLS,INTT,AMKR,Q,AMBA,CAMT,PLAB,NVMI,IPGP,DQ,SMTK"
3,Semiconductors,Technology,124.21,98,99,97,86,"MU,MXL,TSEM,INTC,MRVL,ASX,SIMO,SITM,UMC,AMBQ,AMD,ALAB,AIP,NVEC,GCTS,IMOS,ARM,VSH,SMTC,CRDO,STM,QUIK,DIOD,LSCC,MTSI,HIMX,LASR,MRAM,CEVA,TXN,WOLF,NVTS,ADI,SLAB,TSM,AOSL,POWI,POET,SYNA,PI,ON,MX,MPWR,GFS,AVGO,ALGM,LEDS,NVDA,QRVO,MCHP,MCHPP,GSIT,SWKS,IPWR,PXLW,NXPI,QCOM,RMBS,INDI,ALMU,CRUS,VLN,WKEY,PRSO,LAES,NA,FABC,ICG,SQNS,MOBX"
4,Copper,Basic Materials,123.29,97,77,95,98,"HBM,TGB,ERO,SCCO,FCX,TECK,IE"
5,Aluminum,Basic Materials,121.56,97,93,98,97,"KALU,CSTM,CENX,AA"
6,Communication Equipment,Technology,120.57,96,97,97,93,"LITE,AAOI,CLRO,OCC,AMPG,HPE,CIEN,VSAT,DGII,VIAV,TSAT,SILC,FEIM,WATT,CSCO,ZBRA,ONDS,NOK,LTRX,EXTR,VISN,AUDC,MSI,BKTI,BDC,HLIT,AVNW,AIRG,ASTS,ERIC,UTSI,CRNT,NTGR,BOSC,UI,FIEE,CLFD,MITQ,SYNX,GILT,ADTN,FKWL,CMTL,INSG"
7,Healthcare Plans,Healthcare,120.15,95,98,88,23,"CLOV,CNC,OSCR,HUM,UNH,PGNY,MOH,CVS,ELV,CI,ALHC"
8,Medical Care Facilities,Healthcare,117.59,95,96,79,59,"AGL,PIII,PACS,CMPS,INNV,LFST,MCTA,AMN,ACHC,CON,PARK,NHC,GRDN,NUTX,THC,MD,AVAH,PNTG,BKD,CHE,SNDA,ASTH,AIRS,DVA,SRTA,HCSG,EHC,ADUS,USPH,FMS,WW,ARDT,ENSG,CYH,AUNA,OPCH,HCA,CCEL,SGRY,UHS,JYNT,CCM,DCGO,AMS,BTMD,BMGL,NIVF"
9,Apparel Retail,Consumer Cyclical,116.68,94,39,40,52,"DBGI,LVLU,VSXY,TLYS,CTRN,CURV,DLTH,ROST,ANF,JILL,BURL,CRI,GCO,CAL,TJX,AEO,CATO,URBN,SFIX,LE,AKA,ZUMZ,BOOT,BKE,GAP,SHOE,LULU,DXLG,RENT,BRIA,MYSZ,JEM"
10,Diagnostics & Research,Healthcare,115.78,93,87,54,69,"TWST,CDNA,QUCY,PSNL,BDSX,GH,NEO,NTRA,ADPT,XGN,CRL,ILMN,CSTL,DGX,IQV,VCYT,SHC,MEDP,LH,MBAI,TMO,WGS,RVTY,XWEL,A,WAT,GRAL,RDNT,ICLR,MTD,PRPO,OPK,DHR,QGEN,IMDX,NDRA,FLGT,ADVB,FRNM,BLLN,IDXX,BNR,MYGN,BIAF,ISPC,MDXH"
