rank,industry,sector,rs_score,percentile,pct_1m,pct_3m,pct_6m,tickers
1,Semiconductor Equipment & Materials,Technology,210.2,99,99,98,90,"AEHR,ICHR,UCTT,TRT,FORM,COHU,TER,AMKR,ACMR,VECO,LRCX,ASYS,KLIC,AMAT,ONTO,KLAC,ACLS,ATOM,INTT,ENTG,ASML,Q,CAMT,NVMI,IPGP,PLAB,AMBA,DQ,SMTK"
2,Semiconductors,Technology,189.75,99,99,84,83,"MXL,MU,INTC,VSH,TSEM,MRVL,AIP,SIMO,UMC,ALAB,AMD,MRAM,QUIK,ASX,ARM,AMBQ,NVTS,WOLF,SMTC,STM,IMOS,CRDO,SITM,ON,SKYT,MTSI,GFS,CEVA,POET,HIMX,AOSL,LSCC,DIOD,GCTS,SYNA,ALGM,POWI,MX,LASR,TXN,MPWR,TSM,NVEC,ADI,RMBS,GSIT,ALMU,MCHP,NXPI,IPWR,QCOM,MCHPP,VLN,SLAB,CRUS,INDI,AVGO,NVDA,QRVO,SWKS,WKEY,LEDS,PI,PXLW,LAES,PRSO,SQNS,ICG,NA,MOBX"
3,Financial Conglomerates,Financial Services,156.98,98,96,96,74,"RILYP,RILYL,RILY,IX,VOYA,HTH,FRHC,TREE"
4,Aluminum,Basic Materials,152.37,97,98,97,95,"KALU,CSTM,CENX,AA"
5,Communication Equipment,Technology,148.29,97,97,99,93,"AAOI,LITE,OCC,VIAV,WATT,AMPG,CIEN,SILC,VSAT,NOK,HPE,FEIM,VISN,ONDS,EXTR,CSCO,DGII,ADTN,HLIT,TSAT,AIRG,LTRX,CLFD,ERIC,ASTS,CRNT,BKTI,GILT,FIEE,BDC,AUDC,UI,ZBRA,INSG,SYNX,UTSI,NTGR,MSI,BOSC,AVNW,CMTL,MITQ,CLRO,FKWL"
6,Electronic Components,Technology,147.35,96,95,90,88,"OPTX,VICR,TTMI,WBX,FLEX,GLW,LPTH,KOPN,MEI,SANM,BHE,OUST,BELFA,BELFB,ALNT,KN,ROG,PLXS,MPTI,CPSH,LFUS,RELL,CLS,JBL,CTS,FN,RAL,APH,LYTS,DAIO,LINK,KULR,DSWL,DAKT,TEL,WETH,ELTK,OSIS,OLED,OST,MTEK,IMTE,HOLO,REFR,NEON,GAUZ,MSAI"
7,Computer Hardware,Technology,134.56,95,92,58,65,"WDC,STX,VELO,ALOT,DELL,OSS,QTEX,QMCO,UMAC,DDD,ANET,IONQ,CRSR,KTCC,TACT,QBTS,RGTI,SMCI,P,LOGI,HPQ,DPRO,QUBT,SSYS,MCRP,NNDM,CRCT,QCLS,UAVS,EBON,YIBO,BTCT,AGMH,SCKT,CAN,BGIN,AMCI"
8,Silver,Basic Materials,131.95,95,95,97,99,"SVM,NEWP,AYA,AG,EXK"
9,Copper,Basic Materials,130.16,94,93,93,96,"HBM,TGB,SCCO,ERO,FCX,IE"
10,Healthcare Plans,Healthcare,128.48,93,87,10,34,"CLOV,OSCR,CNC,HUM,CVS,UNH,PGNY,ALHC,ELV,MOH,CI"
11,Trucking,Industrials,122.82,93,90,65,23,"ARCB,CVLG,RXO,HTLD,KNX,TFII,SNDR,WERN,SAIA,MRTN,XPO,ODFL,PAMT,TOPP,ETS,ULH"
12,Electrical Equipment & Parts,Industrials,121.79,92,93,79,86,"BE,TE,FCEL,STI,RFIL,POWL,VRT,BLDP,AEIS,NVT,PLPC,ENS,ELVA,AMPX,TGEN,PLUG,ESP,FAC,ATKR,PPSI,APWC,HUBB,EOSE,ENR,AYI,ENVX,ADSE,OESX,KE,HAYW,POLA,ULBI,EAF,CCTG,LTBR,DFLI,EPOW,SDST,CBAT,SKYX,NEOV,XPON,GWH,FLUX,NVX,RAYA,ELPW,LNKS"
13,Oil & Gas Equipment & Services,Energy,120.0,91,94,95,66,"STAK,DWSN,NESR,EFXT,SEI,PUMP,KGS,LBRT,WTTR,FTK,SND,FET,FTI,AESI,TS,NGS,AROC,OII,WBI,WFRD,HAL,INVX,FLOC,WHD,NOV,BKR,SLB,HLX,ACDC,RES,TDW,VTOL,NEXT,RNGR,XPRO,USAC,OIS,KLXE,NCSM,LB,NOA,LSE,CLB,OMSE,DTI,GEOS,RCON"
14,REIT - Hotel & Motel,Real Estate,114.61,90,74,45,27,"CLDT,PEB,RLJ,HST,XHR,APLE,DRH,PK,INN,RHP,SHO,IHT,AHT,BHR,SVC"
15,Medical Care Facilities,Healthcare,114.46,90,86,62,80,"AGL,PIII,CMPS,MCTA,PACS,TOI,INNV,AMN,ASTH,LFST,DVA,NHC,GRDN,AIRS,BKD,PARK,NUTX,CON,MD,HCSG,SNDA,CCRN,SRTA,ACHC,CCM,PNTG,AVAH,SEM,FMS,CHE,CCEL,JYNT,BTMD,CYH,SGRY,THC,AUNA,EHC,ARDT,ADUS,ENSG,HCA,USPH,WW,UHS,OPCH,AMS,BMGL,DCGO,NIVF"
16,Banks - Diversified,Financial Services,114.24,89,81,74,90,"C,TD,SMFG,BMO,HSBC,UBS,BNY,RY,SAN,CM,ING,MUFG,BNS,BCS,BBVA,NTB,BAC,JPM,WFC"
17,Electronics & Computer Distribution,Technology,114.18,88,68,26,18,"SNX,ARW,AVT,SCSC,NSIT,CNXN,CLMB,IZM"
18,Other Industrial Metals & Mining,Basic Materials,113.21,88,91,91,97,"ALOY,MTRN,ELVR,LAR,ALM,NEXA,CRML,SGML,NAK,USAR,BHP,TMQ,UAMY,TII,TECK,CMP,NVA,USAS,RIO,VALE,SKE,SCZM,LAC,NB,IONR,WRN,MP,XPL,LZM,SLI,IPX,GRO,VZLA,CHNR,GSM,ATLX,FURY,TMC,USGO,ELBM,WWR,NMG,FNUC,NEXM,FMST,LGO,OMEX"
19,Rental & Leasing Services,Industrials,113.03,87,65,48,39,"VSTS,CTOS,CAR,R,WSC,URI,WLFC,HRI,ALTG,PRG,UHAL,AER,GATX,MGRC,HTZ,AIHS,MWG"
20,Engineering & Construction,Industrials,112.65,86,80,79,67,"VATE,CDNL,STRL,AGX,FIX,MYRG,LGN,IESC,MAGH,ECG,MTZ,ESOA,PWR,BBCP,ORN,DY,SHIM,ACA,PHOE,SKK,GVA,EME,TPC,FER,FLR,AMRC,MTRX,APG,BLD,ROAD,CDLR,WLDN,MSW,PRIM,BWMN,J,KAZR,ONEG,BLNK,TTEK,EXPO,KBR,FBGL,STN,ACM,MSGY,MIMI,RITR,ZDAI,SLND,OFAL,FGL,MGN"
21,Oil & Gas Drilling,Energy,111.12,86,97,99,78,"NBR,PTEN,HP,VAL,RIG,NE,BORR,PDS,SDRL,SOC"
22,Metal Fabrication,Industrials,109.63,85,53,63,72,"AP,MEC,CRS,ATI,PRLB,MLI,RYZ,CMC,TRSG,WOR,TG,ESAB,IIIN,TPCS,GPGI,HIHO,MTEN,OLOX"
23,Scientific & Technical Instruments,Technology,108.45,84,74,52,27,"VPG,ASTC,COHR,MKSI,KEYS,ELSE,CGNX,ST,ESE,ITRN,SOTK,NOVT,NOVTU,FTV,MLAB,TDY,GRMN,LGL,AIMD,ODYS,ACFN,GNSS,VNT,ITRI,BMI,ARBE,WRAP,TRMB,SOBR,SVRE,MIND,USBC,MVIS,ARAI,FCUV"
24,Conglomerates,Industrials,107.68,83,86,75,84,"MAMK,FBYD,CODI,TTI,NNBR,VMI,TUSK,RCMT,SEB,BOOM,STRR,PAM,HON,STRRP,AIRTP,MMM,MATW,CRESY,DLX,OTTR,TRC,AIRT,PLAG,BBUC,BOC,FIP,LGPS,HHS"
25,Utilities - Independent Power Producers,Utilities,106.84,83,90,73,91,"DGXX,TLN,KEN,TAC,HNRG,VST,NRG,CEG,OKLO"
26,Steel,Basic Materials,106.54,82,62,57,74,"NWPX,FRD,NUE,STLD,MT,RS,TX,CLF,GGB,WS,MTUS,PKX,LUD,SIM,INHD,ASTL,MSB,SID,ZKIN,HUDI,HLP"
27,Specialty Chemicals,Basic Materials,105.57,81,85,83,55,"LWLG,ALTO,PRM,ESI,ODC,CLMT,SOLS,ALB,SQM,SSL,CC,KOP,ASH,DD,ECVT,CBT,SXT,NGVT,MTX,KRO,KWR,AXTA,FUL,NEU,CMT,FF,PPG,IFF,AVNT,OEC,LIN,IOSP,SCL,HWKN,EMN,FSI,LYB,APD,CNEY,WDFC,BCPC,NTIC,RPM,ECL,SHW,MNTK,YMAT,WLK,MATV,AMTX,HDSN,BON,BGLC,GEVO,SNES,FEAM,LOOP"
28,Building Products & Equipment,Industrials,105.54,81,65,36,29,"JLHL,AAON,ASPN,AIRJ,SPXC,NPKI,CSTE,JCI,GFF,CARR,TT,MAS,INVE,APT,APOG,TREX,CSL,PPIH,LII,OC,WMS,UUU,NX,LPX,SWIM,AWI,LMB,FBIN,ILAG,ARLO,ROCK,JBI,JELD,BLDR,AEHL"
29,Specialty Industrial Machinery,Industrials,105.23,80,71,80,69,"BW,CVV,BWEN,HLIO,GRC,GNRC,TWIN,NPO,SHMD,GHM,PKOH,GEV,CMI,LXFR,SXI,RRX,HURC,HUHU,JCSE,ROK,AMSC,FLS,LASE,IEX,WTS,ETN,TNC,SPPL,GTES,NDSN,AME,CR,DOV,PH,MIDD,EMR,ITT,FELE,KRNT,GTLS,TAYD,DCI,ITW,MWA,CSW,OFLX,JBTM,WFF,KAI,IR,CXT,ATS,EPAC,GGG,AOS,MIR,NNE,XYL,RR,OTIS,NPWR,SYM,ZJK,PNR,CETY,OPTT,SERV,SMR,PSIX,XCH,BURU,HDRN,LBGJ,INLF"
