rank,industry,sector,rs_score,percentile,pct_1m,pct_3m,pct_6m,tickers
1,Silver,Basic Materials,146.74,99,84,99,99,"NEWP,AYA,SVM,AG,EXK"
2,Semiconductor Equipment & Materials,Technology,139.59,99,99,99,95,"AEHR,ICHR,TRT,UCTT,FORM,ACMR,AMAT,ONTO,TER,COHU,LRCX,KLIC,ASYS,ASML,KLAC,ATOM,ENTG,VECO,INTT,ACLS,AMKR,CAMT,Q,AMBA,PLAB,NVMI,IPGP,DQ,SMTK"
3,Aluminum,Basic Materials,124.88,98,93,97,97,"KALU,CSTM,CENX,AA"
4,Copper,Basic Materials,122.81,97,81,95,98,"TGB,ERO,HBM,TECK,SCCO,FCX,IE"
5,Apparel Retail,Consumer Cyclical,121.84,97,47,42,61,"DBGI,LVLU,VSXY,TLYS,CTRN,CURV,DLTH,ANF,JILL,ROST,CRI,GCO,BURL,CAL,URBN,AEO,CATO,TJX,BOOT,SFIX,LE,GAP,ZUMZ,AKA,BKE,SHOE,LULU,RENT,DXLG,BRIA,MYSZ,JEM"
6,Semiconductors,Technology,120.1,96,99,98,85,"MU,MXL,TSEM,INTC,ASX,MRVL,IMOS,UMC,AMD,SIMO,SITM,VSH,AIP,ARM,ALAB,AMBQ,NVEC,STM,DIOD,SMTC,QUIK,CRDO,HIMX,LSCC,MTSI,GCTS,MRAM,NVTS,AOSL,SLAB,TXN,TSM,ADI,POWI,MX,SYNA,MPWR,ON,PI,WOLF,ALGM,POET,AVGO,GFS,CEVA,MCHP,QRVO,NVDA,MCHPP,LASR,SWKS,LEDS,GSIT,NXPI,QCOM,PXLW,RMBS,IPWR,ALMU,CRUS,INDI,WKEY,VLN,LAES,PRSO,FABC,ICG,NA,SQNS,MOBX"
7,Communication Equipment,Technology,119.67,95,97,97,92,"AAOI,LITE,HPE,OCC,AMPG,SILC,VSAT,TSAT,DGII,FEIM,CIEN,VIAV,WATT,ONDS,CLRO,ZBRA,CSCO,NOK,VISN,EXTR,LTRX,AUDC,MSI,BDC,BKTI,AVNW,HLIT,ASTS,AIRG,ERIC,UTSI,NTGR,FIEE,CRNT,BOSC,UI,CLFD,GILT,MITQ,SYNX,ADTN,FKWL,CMTL,INSG"
8,Diagnostics & Research,Healthcare,117.87,95,83,68,78,"TWST,CDNA,QUCY,BDSX,PSNL,NEO,GH,ADPT,CRL,NTRA,ILMN,CSTL,XGN,IQV,MEDP,ADVB,GRAL,VCYT,DGX,WGS,WAT,XWEL,A,LH,TMO,SHC,RVTY,RDNT,ICLR,MTD,OPK,DHR,PRPO,QGEN,FRNM,BLLN,FLGT,IDXX,IMDX,NDRA,MBAI,BNR,MYGN,ISPC,BIAF,MDXH"
9,Oil & Gas Refining & Marketing,Energy,115.89,94,94,82,66,"PBF,DK,PARR,VLO,MPC,PSX,DINO,WKC,UGP,SUN,DKL,CVI,CAPL,SGU,IEP,APC,CLNE,CSAN,DLXY"
10,Banks - Diversified,Financial Services,115.34,93,91,76,86,"BBVA,BMO,BNY,TD,HSBC,SAN,RY,ING,MUFG,UBS,SMFG,CM,BNS,NTB,BAC,BCS,C,JPM,WFC"
