rank,industry,sector,rs_score,percentile,pct_1m,pct_3m,pct_6m,tickers
1,Semiconductor Equipment & Materials,Technology,192.48,99,99,97,90,"AEHR,ICHR,UCTT,TRT,ACMR,KLIC,FORM,VECO,COHU,AMKR,TER,ASYS,LRCX,AMAT,ONTO,KLAC,ACLS,ATOM,INTT,ENTG,ASML,Q,NVMI,CAMT,IPGP,PLAB,AMBA,DQ,SMTK"
2,Semiconductors,Technology,176.83,99,99,83,82,"MXL,MU,INTC,VSH,SIMO,MRVL,TSEM,AIP,UMC,ALAB,AMD,QUIK,ASX,MRAM,ARM,NVTS,AMBQ,SMTC,WOLF,IMOS,STM,CRDO,SITM,SKYT,MTSI,CEVA,GFS,ON,GCTS,POET,HIMX,LSCC,AOSL,DIOD,LASR,SYNA,ALGM,POWI,MX,TXN,IPWR,TSM,MPWR,ALMU,ADI,RMBS,GSIT,NVEC,NXPI,MCHP,VLN,QCOM,SLAB,MCHPP,CRUS,AVGO,QRVO,NVDA,SWKS,WKEY,INDI,LEDS,PI,LAES,PXLW,PRSO,SQNS,ICG,NA,MOBX"
3,Financial Conglomerates,Financial Services,154.81,98,97,98,70,"RILYP,RILYL,RILY,IX,VOYA,HTH,FRHC,TREE"
4,Aluminum,Basic Materials,145.66,97,98,97,95,"KALU,CSTM,CENX,AA"
5,Communication Equipment,Technology,142.16,97,97,99,92,"AAOI,LITE,OCC,VIAV,WATT,AMPG,CIEN,SILC,VSAT,NOK,HPE,FEIM,VISN,ONDS,EXTR,CSCO,DGII,HLIT,TSAT,ADTN,AIRG,LTRX,ERIC,CLFD,CRNT,FIEE,ASTS,BKTI,GILT,AUDC,BDC,SYNX,INSG,ZBRA,UI,UTSI,MSI,BOSC,NTGR,AVNW,MITQ,CMTL,FKWL,CLRO"
6,Electronic Components,Technology,141.31,96,95,86,88,"OPTX,VICR,WBX,TTMI,FLEX,GLW,LPTH,SANM,BHE,MEI,OUST,KOPN,ALNT,BELFB,BELFA,ROG,KN,PLXS,MPTI,RELL,LFUS,CPSH,JBL,RAL,CLS,CTS,DAIO,FN,APH,LYTS,DSWL,KULR,LINK,DAKT,ELTK,TEL,WETH,OSIS,OST,OLED,IMTE,MTEK,HOLO,REFR,NEON,GAUZ,MSAI"
7,Healthcare Plans,Healthcare,131.34,95,88,11,34,"CLOV,OSCR,CNC,HUM,CVS,UNH,PGNY,ALHC,ELV,MOH,CI"
8,Computer Hardware,Technology,131.05,95,94,55,62,"WDC,STX,ALOT,DELL,VELO,OSS,QTEX,QMCO,UMAC,DDD,IONQ,QBTS,KTCC,ANET,TACT,CRSR,RGTI,SMCI,HPQ,P,LOGI,DPRO,QUBT,SSYS,CRCT,NNDM,MCRP,QCLS,YIBO,EBON,UAVS,BTCT,AGMH,CAN,BGIN,SCKT,AMCI"
9,Trucking,Industrials,124.41,94,90,65,23,"ARCB,CVLG,RXO,HTLD,KNX,TFII,WERN,SNDR,MRTN,SAIA,PAMT,XPO,ODFL,TOPP,ETS,ULH"
10,Copper,Basic Materials,120.91,93,93,90,96,"HBM,TGB,SCCO,ERO,FCX,IE"
11,Silver,Basic Materials,120.83,93,95,96,99,"NEWP,SVM,AYA,AG,EXK"
