rank,industry,sector,rs_score,percentile,pct_1m,pct_3m,pct_6m,tickers
1,Semiconductors,Technology,193.93,99,97,83,88,"MXL,MU,NVTS,VSH,MRVL,MRAM,QUIK,INTC,TSEM,WOLF,SIMO,AIP,ARM,AMD,HIMX,MX,ALAB,ASX,POET,STM,GCTS,SMTC,AMBQ,IMOS,SITM,UMC,ON,SKYT,CEVA,MTSI,LASR,AOSL,LSCC,RMBS,GFS,DIOD,SYNA,GSIT,VLN,POWI,CRDO,IPWR,MPWR,ALGM,ALMU,NVEC,TSM,QCOM,TXN,ADI,NXPI,INDI,MCHP,CRUS,SLAB,MCHPP,AVGO,NVDA,SWKS,WKEY,QRVO,PI,LEDS,PXLW,LAES,PRSO,SQNS,ICG,NA,MOBX"
2,Semiconductor Equipment & Materials,Technology,191.17,99,99,93,91,"AEHR,TRT,ICHR,UCTT,ASYS,ACMR,FORM,TER,LRCX,AMKR,COHU,VECO,KLIC,ATOM,AMAT,ACLS,ONTO,KLAC,INTT,ASML,CAMT,NVMI,Q,ENTG,IPGP,PLAB,AMBA,DQ,SMTK"
3,Aluminum,Basic Materials,175.67,98,98,97,90,"CENX,CSTM,KALU,AA"
4,Communication Equipment,Technology,165.39,97,97,95,94,"AAOI,LITE,CIEN,WATT,VIAV,VSAT,NOK,OCC,HPE,ONDS,SILC,TSAT,FEIM,ASTS,AMPG,VISN,ADTN,EXTR,CSCO,CMTL,AIRG,LTRX,DGII,HLIT,GILT,CRNT,ERIC,CLFD,INSG,FIEE,BKTI,AUDC,UTSI,NTGR,UI,ZBRA,MSI,MITQ,BDC,BOSC,AVNW,SYNX,CLRO,FKWL"
5,Financial Conglomerates,Financial Services,163.04,97,95,94,36,"RILYP,RILYL,RILY,IX,VOYA,FRHC,HTH,TREE"
6,Electronic Components,Technology,147.16,96,93,88,88,"OPTX,VICR,TTMI,KOPN,FLEX,LPTH,WBX,GLW,SANM,CPSH,OUST,BELFA,BELFB,CLS,BHE,FN,ALNT,PLXS,LFUS,KN,JBL,MEI,MPTI,ROG,RELL,CTS,LINK,DAIO,RAL,APH,KULR,LYTS,TEL,DAKT,WETH,DSWL,ELTK,OSIS,OST,OLED,NEON,MTEK,IMTE,GAUZ,SELX,HOLO,REFR,MSAI"
7,Silver,Basic Materials,136.98,95,99,99,98,"NEWP,SVM,AG,AYA,EXK"
8,Copper,Basic Materials,136.19,95,94,97,96,"HBM,TGB,SCCO,ERO,FCX,IE"
9,Computer Hardware,Technology,136.14,94,87,72,80,"WDC,STX,OSS,DELL,UMAC,VELO,QTEX,QMCO,ALOT,IONQ,DPRO,DDD,QBTS,RGTI,KTCC,CRSR,ANET,SMCI,P,LOGI,TACT,HPQ,QUBT,MCRP,SSYS,NNDM,UAVS,CRCT,SCKT,BGIN,YIBO,QCLS,EBON,AGMH,CAN,AMCI,BTCT"
10,Oil & Gas Drilling,Energy,134.21,93,96,95,77,"NBR,PTEN,HP,RIG,VAL,BORR,PDS,NE,SDRL,SOC"
11,Electrical Equipment & Parts,Industrials,131.64,93,88,82,90,"BE,STI,TE,FCEL,AMPX,BLDP,POWL,RFIL,PLUG,ELVA,VRT,ENS,PLPC,NVT,AEIS,TGEN,PPSI,ATKR,EOSE,ENVX,ESP,POLA,EAF,ULBI,HUBB,KE,ADSE,AYI,OESX,HAYW,ENR,LTBR,APWC,CBAT,EPOW,GWH,SKYX,FLUX,NVX,DFLI,SDST,XPON,NEOV,CCTG,RAYA,ELPW,LNKS"
12,Trucking,Industrials,129.48,92,72,56,16,"ARCB,RXO,CVLG,TOPP,HTLD,TFII,KNX,WERN,SNDR,XPO,SAIA,MRTN,ODFL,PAMT,ULH,ETS"
13,Oil & Gas Equipment & Services,Energy,129.37,91,92,90,79,"STAK,NESR,DWSN,SND,EFXT,PUMP,SEI,LBRT,WTTR,FET,KGS,FTK,AESI,KLXE,ACDC,HAL,TS,FTI,WFRD,SLB,OII,NOV,NCSM,RES,BKR,NGS,INVX,WBI,HLX,XPRO,WHD,NEXT,FLOC,AROC,TDW,OIS,RNGR,USAC,LB,VTOL,DTI,CLB,NOA,OMSE,GEOS,LSE,RCON"
14,Solar,Technology,123.39,90,79,88,88,"ASTI,TOYO,SEDG,SHLS,TYGO,NXT,ENPH,FSLR,CSIQ,RUN,ARRY,SPRU,FTCI,JKS,SUNE,TURB,BEEM,SPWR,ZEO,SMXT,PN"
15,Other Industrial Metals & Mining,Basic Materials,119.96,90,95,96,99,"ALM,CRML,LAR,ELVR,NEXA,MTRN,USAR,SGML,TMQ,NAK,ALOY,UAMY,TECK,USAS,TII,WRN,BHP,CMP,RIO,MP,SKE,NB,LAC,VALE,SLI,CHNR,SCZM,IONR,LZM,XPL,TMC,IPX,GRO,VZLA,GSM,FURY,USGO,ELBM,ATLX,NMG,OMEX,FNUC,WWR,NEXM,LGO,FMST"
16,Coking Coal,Basic Materials,117.79,89,67,90,92,"HCC,AMR,SXC,AREC,METC,METCB"
17,Healthcare Plans,Healthcare,113.4,88,67,12,27,"CLOV,HUM,CNC,OSCR,UNH,CVS,ELV,PGNY,MOH,CI,ALHC"
18,Utilities - Independent Power Producers,Utilities,113.24,88,90,83,95,"DGXX,KEN,TLN,TAC,OKLO,VST,NRG,CEG"
19,Aerospace & Defense,Industrials,110.44,87,78,86,74,"PL,SIDU,SATL,SIF,LUNR,RKLB,RDW,MNTS,ATRO,MRCY,PKE,VOYG,HOVR,FLY,MOB,CVU,SPCE,DCO,SWBI,RCAT,ESLT,VVX,DFSC,FTAI,AIR,CW,CODA,SPAI,HXL,ISSC,WWD,HWM,NPK,POWW,TATT,BWXT,GE,DRS,RGR,HEI,VSEC,POWWP,TXT,FTAIM,LHX,RTX,GD,FTAIN,LMT,OPXS,BA,KTOS,EMBJ,HII,XTIA,TDG,AIRI,CAE,AVAV,SARO,NOC,VWAV,LOAR,EVEX,ACHR,KRMN,AXON,CDRE,AIRO,GPUS,BETA,MRLN,EH,PEW,PRZO,EVTL,BYRN,KITT,DFNS"
20,Engineering & Construction,Industrials,109.55,86,89,74,76,"VATE,STRL,CDNL,FIX,AGX,LGN,MYRG,MAGH,IESC,PHOE,ECG,MTZ,PWR,DY,SHIM,ORN,ESOA,AMRC,EME,GVA,SKBL,TPC,ACA,WLDN,MTRX,BBCP,CDLR,PRIM,FLR,SKK,APG,FER,BLD,BWMN,FBGL,ROAD,J,BLNK,MSW,KBR,EXPO,TTEK,STN,ACM,SLND,MIMI,ZDAI,MSGY,ONEG,RITR,OFAL,FGL,MGN"
21,Electronics & Computer Distribution,Technology,109.41,86,50,27,14,"SNX,ARW,AVT,NSIT,SCSC,CNXN,CLMB,IZM"
22,Banks - Diversified,Financial Services,108.44,85,80,79,86,"C,TD,BNY,HSBC,SMFG,RY,BMO,CM,UBS,ING,MUFG,SAN,BNS,NTB,BBVA,BCS,BAC,JPM,WFC"
23,REIT - Hotel & Motel,Real Estate,107.21,84,65,47,20,"CLDT,PEB,RLJ,HST,PK,APLE,DRH,XHR,INN,SHO,RHP,IHT,BHR,AHT,SVC"
24,Specialty Chemicals,Basic Materials,107.11,83,88,70,43,"LWLG,ALTO,SSL,CLMT,ALB,CC,ESI,YMAT,SQM,SOLS,PRM,AMTX,ODC,ECVT,KOP,DD,CMT,KRO,MTX,LYB,NGVT,SXT,CBT,NEU,OEC,FF,KWR,LIN,FSI,SCL,EMN,ASH,PPG,IOSP,AXTA,APD,HWKN,IFF,FUL,WLK,GEVO,NTIC,MNTK,AVNT,RPM,BCPC,LOOP,ECL,WDFC,SHW,MATV,CNEY,BON,FEAM,HDSN,BGLC,SNES"
25,Publishing,Communication Services,106.84,83,73,76,23,"LEE,TDAY,SCHL,WLYB,WLY,NYT,PSO,EDUC,TNMG"
26,Conglomerates,Industrials,105.37,82,77,68,81,"MAMK,NNBR,FBYD,TTI,TUSK,CODI,VMI,SEB,STRR,DLX,TRC,AIRT,RCMT,PAM,BOOM,AIRTP,STRRP,CRESY,MATW,OTTR,BOC,HON,BBUC,MMM,FIP,HHS,LGPS,PLAG"
27,Other Precious Metals & Mining,Basic Materials,105.04,81,91,98,99,"GORO,SLSR,HL,BVN,LODE,MUX,MTA,ASM,VOXR,SBSW,PPTA,ELE,TFPM,GRML,ITRG,PLG"
28,Medical Care Facilities,Healthcare,105.02,81,62,66,76,"AGL,PIII,CMPS,MCTA,PACS,AIRS,TOI,AMN,ASTH,SRTA,PARK,GRDN,NHC,DVA,INNV,NUTX,MD,CCRN,LFST,BKD,ACHC,HCSG,CON,CCM,SNDA,SEM,PNTG,CHE,BTMD,FMS,AVAH,ENSG,CCEL,EHC,JYNT,AUNA,CYH,ARDT,ADUS,SGRY,USPH,HCA,THC,UHS,WW,OPCH,AMS,DCGO,BMGL,NIVF"
29,Scientific & Technical Instruments,Technology,104.79,80,68,49,46,"VPG,COHR,MKSI,ELSE,ST,KEYS,ITRN,CGNX,SOTK,MLAB,NOVTU,ESE,NOVT,FTV,TDY,AIMD,GRMN,GNSS,LGL,ARBE,ODYS,SOBR,ACFN,MIND,WRAP,ITRI,TRMB,VNT,BMI,SVRE,USBC,MVIS,ARAI,FCUV"
30,Uranium,Energy,103.81,79,90,93,93,"URG,UUUU,UEC,CCJ,DNN,ISOU,NXE,UROY,LEU,AEC,EU"
31,Oil & Gas Integrated,Energy,103.75,79,82,78,49,"CVE,YPF,EC,SU,E,EQNR,TTE,IMO,PBR,BP,XOM,SLNG,CVX,SHEL,TGS,DEC,NFG,SKYQ,VIVK"
32,Utilities - Renewable,Utilities,103.18,78,58,52,83,"NRGV,FLNC,ENLT,WAVE,ORA,BEP,XIFR,CWEN,BEPC,ELLO,AXIA,RNW,SAFX,HTOO,VGAS,NXXT,STEM,BESS,AGIG,CREG,BNRG"
33,Oil & Gas Midstream,Energy,102.88,77,85,84,55,"TORO,NGL,PBT,INSW,LPG,BWLP,PXS,TEN,TRGP,FRO,CMBT,NAT,STNG,TRMD,IMPP,SOBO,TK,SUNC,PAGP,PAA,NVGS,TNK,TRP,KNOP,PBA,DHT,GLNG,DTM,WES,VG,EPD,FLNG,ENB,VNOM,ET,OKE,WMB,CQP,KNTK,AM,SMC,SBR,KMI,MARPS,EE,MPLX,HESM,IMPPP,GLP,LNG,DLNG,GEL,MMLP,TMDE,BANL,NFE,RBNE,TOPS"
34,Gold,Basic Materials,102.78,76,93,99,97,"HYMC,TRX,AUGO,SA,IAUX,MAKO,ARIS,CGAU,THM,VGZ,SSRM,IDR,IAG,B,AU,PAAS,NEM,AAUC,CDE,OGC,KGC,PZG,CNL,DC,WPM,FNV,EGO,GFI,DRD,AEM,AGI,FSM,HMY,OR,BTG,NG,USAU,EQX,RGLD,GAU,GLDG,GROY,CMCL,AUST,ODV,NFGC,ORLA,CTGO,NAMM,BGL"
35,Auto Parts,Consumer Cyclical,102.66,76,65,57,70,"HYLN,CVGI,GTX,MKDW,MOD,BWA,DAN,PHIN,MGA,AUR,LEA,QS,PLOW,VC,SYPR,THRM,DCH,SLDP,ALSN,ALV,XPEL,ADNT,SES,MLR,STRT,SMP,SRI,GNTX,AAP,CAAS,CPS,DORM,APTV,ATMU,MBLY,ORLY,FOXF,HSAI,MNRO,WPRT,MPAA,INEO,PRTS,HLLY,AZO,ECX,GPC,LKQ,INVZ,GT,GTEC,REE,MVST,FRSX,WKSP"
36,Steel,Basic Materials,102.62,75,70,60,71,"NWPX,STLD,MT,NUE,CLF,TX,GGB,RS,FRD,WS,PKX,MTUS,ASTL,SIM,LUD,SID,MSB,ZKIN,HUDI,HLP,INHD"
37,Oil & Gas Refining & Marketing,Energy,101.77,74,83,81,74,"PARR,DK,DINO,VLO,PBF,MPC,PSX,UGP,SUN,CVI,WKC,DKL,SGU,IEP,CAPL,CLNE,CSAN,DLXY"
38,Chemicals,Basic Materials,101.65,74,86,81,23,"GPRE,TROX,MEOH,REX,RYAM,HUN,LXU,DOW,ASPI,ASIX,OLN,WLKP,CE,VHI,ACNT,BAK,GURE,ORGN"
39,Rental & Leasing Services,Industrials,101.49,73,71,41,32,"VSTS,CTOS,CAR,R,URI,WSC,WLFC,HRI,ALTG,PRG,AER,HTZ,UHAL,GATX,MGRC,AIHS,MWG"
40,Thermal Coal,Energy,100.79,72,55,87,85,"BTU,CNR,NC,ARLP,HNRG,NRP"
41,Biotechnology,Healthcare,100.38,72,86,85,97,"QTTB,ERAS,ANL,CLYM,SLS,EQ,RLMD,ANRO,ABVX,KOD,DMRA,SLGL,NBTX,SYRE,ORKA,PRAX,TNGX,GRDX,RLYB,ALMS,IPSC,OVID,INBX,ABSI,LIXT,ANTX,PRLD,RVMD,RLAY,ASBP,EDSA,DNTH,IRD,DRTS,CELC,ANAB,MGNX,IMMX,STRO,CUE,ARTV,NAUT,FBIOP,COGT,ZNTL,URGN,ARWR,NRXS,STTK,DFTX,IBRX,LONA,GLUE,CNTA,ACRS,TVTX,CAPR,PVLA,FTRE,IFRX,ABCL,NKTR,GLSI,EWTX,NRXP,WHWK,PALI,ARMP,FATE,CADL,CNTX,RAPP,KALV,INDP,JBIO,SEPN,SPRB,APGE,MRVI,CYCN,CDXS,CAMP,CCCC,HYFT,QURE,ROIV,AXSM,CGTX,MPLT,IMUX,OMER,SRZN,LXRX,KRYS,ANNX,PLRZ,JAZZ,IOVA,GHRS,KYTX,IMVT,CRVS,MRNA,RCUS,ICCC,ADAG,TSHA,OABI,TYRA,NERV,IBIO,DSGN,MBX,OKUR,XOMA,CABA,CORT,ELVN,ORMP,FDMT,AVBP,ELDN,BEAM,DRUG,LBRX,VTVT,SNSE,ALLR,LGND,CYTK,KPTI,KZIA,PGEN,TRVI,PTGX,ELTX,APLM,VERU,EDIT,IMNM,VOR,CGON,SION,BLTE,RPRX,DBVT,TENX,NTLA,PBYI,CNTB,ALXO,STOK,LEGN,ZURA,MGTX,VIR,CGEM,ZYME,PHVS,BCAX,AVTX,ACHV,XENE,ATRA,VYNE,CTNM,PDSB,MIRM,CPRX,AUPH,SLDB,HCWB,CBIO,XBIO,GNTA,IMTX,DTIL,ATAI,PYPD,NKTX,ALLO,NNVC,NGNE,BOLD,NUVB,SVRA,CGEN,TGTX,PTHS,SPRO,SGMT,KYMR,ABOS,INKT,EXEL,IONS,PRME,GPCR,TTRX,CRBU,LGVN,ZVRA,NVAX,NVCT,PTN,LSTA,CHRS,SABS,DYN,UNCY,REPL,NAMS,MNPR,BBIO,TECX,MDGL,EVAX,MRKR,CLDX,ONCY,TBPH,LTRN,SRRK,TOVX,ARGX,DNLI,NRIX,CLLS,SLN,DARE,INCY,FENC,PTCT,PRTA,IRON,DNA,HURA,OCGN,SPRC,KPRX,AURA,CNSP,AVIR,PCVX,CRSP,OLMA,XNCR,ARQT,OTLK,HALO,ENTA,EPRX,VNDA,PROK,RANI,HYPD,XFOR,IMRX,PHAT,HUMA,OSTX,ABEO,VRCA,OBIO,SNDX,ASND,FBRX,PYXS,MAZE,ABUS,AUTL,BLRX,PLX,XOMAO,NMRA,ALEC,BYSI,INVA,KRRO,VANI,NUVL,MESO,MTNB,FBIO,AKTX,MAIA,ACRV,KURA,IDYA,XOMAP,TLX,ACIU,CING,IBO,IMRN,VERA,GNLX,RNXT,HRMY,RZLT,ESLA,APM,VRTX,ATHE,ARDX,RIGL,ZBIO,BHVN,VCEL,REGN,ASMB,CTMX,EYPT,RYTM,TARA,TECH,MLYS,BMRN,VKTX,IPHA,LCTX,BIVI,TARS,BOLT,CRMD,SEER,SANA,XLO,MNKD,CELZ,AGIO,SILO,BRTX,EXOZ,VYGR,IKT,MNOV,DMAC,CSBR,ONC,ACAD,GMAB,OKYO,CRNX,MOLN,RXRX,GUTS,TELO,ARCT,RADX,IGC,EVMN,BRNS,ACET,XBIT,BMEA,AGEN,CRBP,PMVP,NEUP,SPRY,LKFT,LXEO,COCP,COYA,IVA,TNYA,LRMR,ACOG,AEON,BNTX,BNTC,MSLE,KYNB,GALT,KLRS,TRAW,PMCB,BDTX,TLSA,PHAR,ADXN,CNTN,RNAC,OCUL,RARE,ANIX,ALNY,GERN,MTVA,INSM,SMMT,ABVC,DYAI,MLTX,GDTC,RCKT,IMCR,SRPT,MGX,TCRT,ICU,MDWD,TRDA,IVVD,PRQR,GYRE,GLMD,PHIO,PLRX,TCRX,ATNM,KROS,JANX,BBOT,ARVN,ACXP,PMN,IMA,LYEL,INAB,GANX,VRDN,LNAI,HELP,FHTX,ZLAB,ENTX,ENLV,RNTX,INMB,XRTX,SER,MIST,QNTM,GRCE,PASG,NRSN,CAI,ALT,CMMB,CBUS,SNTI,KTTA,RGNX,TVGN,CRDF,ORIC,ANVS,GTBP,CLRB,NCEL,NTRB,WVE,MLEC,LEXX,VIVS,ALGS,APRE,ATOS,AZTR,ADIL,PCSA,BCYC,BBLG,MDXG,SKYE,AAPG,OSRH,CALC,VALN,UPB,NCNA,RNAZ,KAPA,MCRB,EVGN,TNXP,PLUR,MBRX,PSTV,FLNA,MBIO,CTXR,XTLB,NGEN,BCDA,BGMS,TIL,PBM,CELU,PEPG,ERNA,NBP,INO,XCUR,DRMA,OCS,CMPX,OGEN,LPCN,NTHI,VRAX,ENVB,VBIO,CRVO,LITS,NAGE,DCOY,CURX,VSTM,TVRD,CDIO,HIND,AVXL,ALZN,AARD,AIM,HOWL,BCTX,VTGN,QNCX,GOVX,INTS,ADMA,IMNN,QNRX,MENS,SXTP,CANF,PPBT,FULC,CVKD,ALDX,REVB,ATYR,MREO,DWTX,ACTU,JUNS,PULM,APVO,NXTC,HRTX,SCNI,LENZ,CRIS,TPST,BDRX,CLGN,CVM,GRI,ADCT,ENSC,SNGX,LIMN,YDES,ENGN,ARTL,JSPR,CLDI,BCAB,GNPX,GOSS,IMMP,PPCB,SLXN,ELAB,FBLG,PHGE,CMND,JAGX,KALA,CDT,ONCO,ADTX"
42,Metal Fabrication,Industrials,100.13,71,74,74,52,"AP,MEC,ATI,CRS,PRLB,MLI,CMC,RYZ,TRSG,WOR,TPCS,TG,IIIN,ESAB,GPGI,HIHO,OLOX,MTEN"
43,Luxury Goods,Consumer Cyclical,99.81,70,79,60,86,"ELA,MOV,TPR,SIG,REAL,CPRI,LUXE,SORA,LANV,BRLT,BGI"
