rank,industry,sector,rs_score,percentile,pct_1m,pct_3m,pct_6m,tickers
1,Semiconductor Equipment & Materials,Technology,209.27,99,99,98,89,"AEHR,ICHR,TRT,UCTT,ACMR,VECO,FORM,COHU,TER,AMKR,ASYS,LRCX,KLIC,AMAT,ATOM,ONTO,ACLS,KLAC,INTT,ASML,ENTG,Q,CAMT,NVMI,IPGP,PLAB,AMBA,DQ,SMTK"
2,Semiconductors,Technology,186.51,99,99,84,82,"MXL,MU,VSH,INTC,MRVL,AIP,TSEM,MRAM,SIMO,ARM,ALAB,AMBQ,NVTS,QUIK,AMD,WOLF,UMC,ASX,STM,SMTC,IMOS,SITM,CEVA,CRDO,SKYT,MTSI,POET,GCTS,GFS,ON,LSCC,AOSL,DIOD,HIMX,MX,ALGM,SYNA,POWI,LASR,TXN,ALMU,MPWR,GSIT,TSM,NVEC,RMBS,IPWR,ADI,VLN,MCHP,QCOM,NXPI,MCHPP,SLAB,INDI,AVGO,CRUS,NVDA,LEDS,QRVO,WKEY,SWKS,PI,PXLW,LAES,PRSO,SQNS,ICG,NA,MOBX"
3,Financial Conglomerates,Financial Services,154.62,98,95,96,71,"RILYP,RILYL,RILY,IX,VOYA,HTH,FRHC,TREE"
4,Aluminum,Basic Materials,152.15,97,98,97,95,"KALU,CSTM,CENX,AA"
5,Communication Equipment,Technology,148.03,97,96,99,93,"AAOI,OCC,LITE,AMPG,WATT,VIAV,SILC,CIEN,VSAT,HPE,NOK,FEIM,ONDS,VISN,EXTR,DGII,TSAT,CSCO,HLIT,ADTN,AIRG,LTRX,ASTS,CLFD,ERIC,CRNT,GILT,BKTI,UTSI,FIEE,BDC,AUDC,UI,INSG,NTGR,SYNX,ZBRA,MSI,BOSC,CMTL,AVNW,MITQ,FKWL,CLRO"
6,Electronic Components,Technology,147.15,96,95,88,86,"OPTX,VICR,TTMI,WBX,FLEX,LPTH,KOPN,GLW,MEI,OUST,SANM,BHE,CPSH,BELFA,BELFB,ALNT,KN,PLXS,ROG,MPTI,RELL,LFUS,CLS,JBL,RAL,CTS,FN,LYTS,APH,DAIO,LINK,DSWL,KULR,TEL,DAKT,WETH,ELTK,OSIS,OST,OLED,MTEK,IMTE,HOLO,REFR,GAUZ,NEON,MSAI"
7,Computer Hardware,Technology,139.28,95,90,62,72,"WDC,STX,VELO,ALOT,DELL,OSS,QTEX,QMCO,UMAC,DDD,TACT,IONQ,ANET,CRSR,QBTS,KTCC,RGTI,DPRO,P,LOGI,HPQ,SMCI,QUBT,SSYS,CRCT,QCLS,NNDM,MCRP,UAVS,EBON,YIBO,AGMH,BTCT,SCKT,BGIN,CAN,AMCI"
8,Silver,Basic Materials,132.57,95,97,97,99,"SVM,NEWP,AYA,AG,EXK"
9,Copper,Basic Materials,130.5,94,93,93,97,"HBM,TGB,SCCO,ERO,FCX,IE"
10,Healthcare Plans,Healthcare,124.23,93,87,12,34,"CLOV,OSCR,HUM,CNC,CVS,UNH,ALHC,PGNY,ELV,MOH,CI"
11,Trucking,Industrials,121.63,93,88,61,20,"ARCB,CVLG,RXO,HTLD,KNX,TFII,SNDR,WERN,SAIA,MRTN,ODFL,XPO,PAMT,TOPP,ULH,ETS"
