rank,industry,sector,rs_score,percentile,pct_1m,pct_3m,pct_6m,tickers
1,Semiconductor Equipment & Materials,Technology,152.65,99,99,99,96,"AEHR,ICHR,TRT,FORM,UCTT,TER,COHU,ONTO,ACMR,AMAT,LRCX,KLIC,ASYS,ASML,ENTG,KLAC,AMKR,VECO,CAMT,ACLS,INTT,ATOM,Q,NVMI,PLAB,AMBA,IPGP,DQ,SMTK"
2,Silver,Basic Materials,147.92,99,74,97,99,"NEWP,AYA,SVM,AG,EXK"
3,Textile Manufacturing,Consumer Cyclical,128.71,98,77,35,0,"SMJF,UFI,AIN,CULP,PASW"
4,Semiconductors,Technology,127.26,97,98,99,88,"MU,MXL,TSEM,MRVL,SIMO,INTC,ASX,CRDO,UMC,AMD,IMOS,ALAB,SITM,SMTC,VSH,NVEC,MRAM,AMBQ,ARM,AIP,DIOD,STM,HIMX,LSCC,MTSI,QUIK,NVTS,POET,TSM,GCTS,SLAB,WOLF,SYNA,LASR,TXN,ADI,ALGM,MPWR,POWI,CEVA,PI,ON,GFS,LEDS,INDI,MX,AOSL,IPWR,NVDA,GSIT,MCHP,AVGO,QRVO,MCHPP,PXLW,ALMU,RMBS,SWKS,NXPI,QCOM,VLN,LAES,CRUS,WKEY,FABC,PRSO,ICG,SQNS,NA,MOBX"
5,Diagnostics & Research,Healthcare,124.92,97,88,66,53,"MBAI,TWST,CDNA,BDSX,PSNL,NEO,GH,CRL,ADPT,NTRA,ILMN,ADVB,XGN,ICLR,IQV,MEDP,CSTL,DGX,WAT,RVTY,LH,A,GRAL,TMO,RDNT,SHC,WGS,MTD,VCYT,FRNM,PRPO,OPK,XWEL,DHR,QGEN,BLLN,QUCY,NDRA,FLGT,IDXX,IMDX,BNR,MYGN,MDXH,ISPC,BIAF"
6,Copper,Basic Materials,122.99,96,71,93,98,"TGB,ERO,HBM,TECK,FCX,SCCO,IE"
7,Communication Equipment,Technology,122.97,95,94,96,94,"AAOI,LITE,OCC,HPE,SILC,VIAV,CIEN,FEIM,VSAT,DGII,TSAT,FIEE,NOK,LTRX,ZBRA,WATT,CSCO,ONDS,EXTR,HLIT,VISN,AUDC,CLRO,AMPG,BDC,AVNW,MSI,UI,ASTS,AIRG,BKTI,ERIC,BOSC,CRNT,UTSI,NTGR,GILT,CLFD,ADTN,SYNX,MITQ,FKWL,CMTL,INSG"
8,Aluminum,Basic Materials,121.1,95,90,98,97,"KALU,CSTM,CENX,AA"
9,Oil & Gas Refining & Marketing,Energy,120.06,94,97,85,70,"PBF,DK,PARR,VLO,MPC,DINO,PSX,UGP,WKC,SUN,CVI,CAPL,DKL,APC,SGU,IEP,CLNE,CSAN,DLXY"
10,Computer Hardware,Technology,118.68,93,61,86,56,"QMCO,STX,DELL,WDC,ALOT,UMAC,VELO,CRSR,OSS,QTEX,P,DDD,ANET,YIBO,HPQ,TACT,KTCC,CRCT,SMCI,IONQ,QBTS,RGTI,NNDM,LOGI,SSYS,IQMX,SCKT,QUBT,DPRO,AMCI,UAVS,EBON,QCLS,AGMH,BGIN,BRAI,MCRP,CAN,BTCT,VTIX"
11,Oil & Gas Equipment & Services,Energy,118.4,92,92,94,91,"RCON,NESR,FET,STAK,OII,FTK,WTTR,SND,FTI,WHD,KGS,TDW,EFXT,INVX,SEI,HLX,NCSM,XPRO,NOV,PUMP,OIS,SLB,DWSN,WBI,BKR,LB,RNGR,AROC,RES,TS,VTOL,FLOC,NGS,HAL,LBRT,WFRD,USAC,ACDC,AESI,LSE,NOA,NEXT,DTI,CLB,OMSE,KLXE,GEOS"
12,Electronic Components,Technology,117.74,92,88,95,92,"OPTX,VICR,MEI,ALNT,LPTH,KOPN,OUST,TTMI,FLEX,RELL,GLW,BELFB,BHE,PLXS,MPTI,BELFA,LFUS,ROG,KN,RAL,JBL,LINK,APH,SANM,CTS,FN,CLS,LYTS,DAIO,CPSH,TEL,DAKT,DSWL,ELTK,OSIS,OST,WBX,WETH,MTEK,OLED,IMTE,KULR,MSAI,NEON,REFR,GAUZ"
13,Banks - Diversified,Financial Services,116.48,91,92,80,85,"BNY,BMO,TD,BBVA,RY,HSBC,CM,SMFG,ING,BNS,SAN,MUFG,UBS,C,BAC,NTB,BCS,JPM,WFC"
14,Medical Care Facilities,Healthcare,115.72,90,96,83,59,"AGL,PACS,PIII,CMPS,LFST,STLN,INNV,AMN,MCTA,PARK,NUTX,AVAH,NHC,CON,ACHC,ASTH,THC,PNTG,MD,SRTA,GRDN,SNDA,CHE,HCSG,DVA,ADUS,EHC,BKD,USPH,AUNA,FMS,ENSG,CCM,ARDT,CYH,CCEL,JYNT,OPCH,HCA,SGRY,DCGO,UHS,AMS,AIRS,WW,BTMD,BMGL,NIVF"
15,Healthcare Plans,Healthcare,114.68,90,99,85,19,"OSCR,CLOV,CNC,HUM,MOH,UNH,CVS,ELV,PGNY,CI,ALHC"
16,Electronics & Computer Distribution,Technology,113.31,89,87,70,35,"AVT,NSIT,SNX,ARW,SCSC,CNXN,CLMB,IZM"
17,Staffing & Employment Services,Industrials,112.82,88,83,28,18,"MAN,TBI,KELYB,KFRC,KELYA,NSP,RHI,HQI,TNET,KFY,BGSF,MHH,JOB,STRRP,STRR,BBSI,GLXG,CIRC,IPDN"
18,Trucking,Industrials,112.73,88,97,88,66,"ETS,ARCB,RXO,KNX,SNDR,TFII,CVLG,ULH,XPO,HTLD,WERN,ODFL,MRTN,PAMT,SAIA,TOPP"
19,Apparel Retail,Consumer Cyclical,112.42,87,64,46,58,"MYSZ,VSXY,LVLU,TLYS,CTRN,CURV,DLTH,JILL,ANF,ROST,GCO,BURL,CRI,CAL,URBN,CATO,TJX,AEO,BOOT,AKA,LE,SFIX,GAP,SHOE,BKE,ZUMZ,RENT,DXLG,LULU,BRIA,JEM"
20,Broadcasting,Communication Services,111.83,86,35,50,12,"BBGI,XHLD,NMAX,SSP,GTN,SBGI,CURI,MDIA,NXST,SGA,UONEK,IHRT,FUBO,UONE,FLZH"
21,Steel,Basic Materials,110.69,85,93,71,65,"FRD,INHD,NWPX,NUE,MT,STLD,TX,RS,MTUS,GGB,HLP,CLF,SIM,WS,PKX,ASTL,HUDI,LUD,MSB,SID,ZKIN"
22,REIT - Hotel & Motel,Real Estate,110.1,85,95,75,41,"CLDT,PEB,PK,RLJ,DRH,XHR,APLE,HST,RHP,INN,IHT,SHO,AHT,SVC,BHR"
23,Oil & Gas Drilling,Energy,109.35,84,90,97,95,"NBR,PTEN,HP,NE,SDRL,PDS,VAL,RIG,BORR,SOC"
