rank,industry,sector,rs_score,percentile,pct_1m,pct_3m,pct_6m,tickers
1,Semiconductor Equipment & Materials,Technology,211.32,99,99,96,92,"ICHR,UCTT,AEHR,ACMR,COHU,FORM,TRT,TER,AMAT,LRCX,KLIC,ASYS,VECO,AMKR,KLAC,ONTO,ATOM,ACLS,INTT,ASML,ENTG,Q,NVMI,CAMT,AMBA,IPGP,PLAB,DQ,SMTK"
2,Semiconductors,Technology,174.56,99,99,84,88,"MU,INTC,ALAB,AIP,SIMO,MRVL,VSH,UMC,AMD,ASX,AMBQ,TSEM,MRAM,QUIK,WOLF,IMOS,ARM,SMTC,CRDO,STM,SITM,NVTS,GCTS,ALGM,MTSI,CEVA,LSCC,GFS,AOSL,LASR,SKYT,DIOD,HIMX,POWI,SYNA,POET,ON,GSIT,TSM,NVEC,TXN,MX,IPWR,RMBS,VLN,MPWR,ALMU,ADI,MCHP,SLAB,NXPI,MCHPP,INDI,QCOM,AVGO,CRUS,NVDA,PI,QRVO,WKEY,SWKS,LEDS,LAES,PXLW,PRSO,SQNS,NA,MOBX,ICG"
3,Electronic Components,Technology,150.07,98,95,86,89,"OPTX,VICR,WBX,GLW,OUST,MEI,TTMI,FLEX,LPTH,BELFB,BHE,BELFA,KOPN,ALNT,SANM,RELL,KN,PLXS,ROG,MPTI,LFUS,CPSH,RAL,JBL,CLS,CTS,APH,LYTS,FN,DAIO,DSWL,LINK,KULR,DAKT,ELTK,WETH,TEL,OST,OSIS,OLED,MTEK,IMTE,HOLO,REFR,NEON,MSAI,GAUZ"
4,Communication Equipment,Technology,145.63,97,97,97,93,"OCC,LITE,AAOI,VSAT,WATT,AMPG,VIAV,CIEN,SILC,NOK,HPE,EXTR,VISN,FEIM,DGII,HLIT,TSAT,ONDS,CSCO,ASTS,AIRG,ADTN,LTRX,CLFD,BKTI,ERIC,FIEE,CRNT,GILT,AUDC,ZBRA,BDC,MSI,UTSI,AVNW,BOSC,INSG,NTGR,MITQ,SYNX,UI,CLRO,CMTL,FKWL"
5,Aluminum,Basic Materials,137.43,97,98,99,97,"KALU,CSTM,CENX,AA"
6,Healthcare Plans,Healthcare,134.82,96,86,11,49,"CLOV,OSCR,HUM,CNC,CVS,PGNY,ALHC,UNH,MOH,ELV,CI"
7,Financial Conglomerates,Financial Services,134.67,95,95,95,69,"RILYL,RILYP,RILY,IX,VOYA,HTH,TREE,FRHC,TMS"
8,Computer Hardware,Technology,128.72,95,96,48,69,"WDC,STX,OSS,DELL,ALOT,VELO,QTEX,UMAC,QMCO,DDD,TACT,CRSR,KTCC,IONQ,ANET,QBTS,P,RGTI,DPRO,HPQ,YIBO,MCRP,LOGI,SMCI,QUBT,CRCT,SSYS,QCLS,NNDM,EBON,UAVS,AGMH,AMCI,SCKT,BGIN,BTCT,CAN"
9,Trucking,Industrials,124.13,94,93,70,32,"RXO,CVLG,ARCB,HTLD,KNX,WERN,SNDR,TFII,MRTN,XPO,PAMT,SAIA,ODFL,TOPP,ETS,ULH"
10,REIT - Hotel & Motel,Real Estate,119.31,93,78,41,39,"CLDT,PEB,RLJ,INN,APLE,XHR,DRH,HST,PK,RHP,SHO,IHT,SVC,BHR,AHT"
11,Oil & Gas Equipment & Services,Energy,119.16,93,88,93,80,"STAK,DWSN,NESR,SEI,EFXT,KGS,WTTR,PUMP,SND,LBRT,OII,FET,FTK,AROC,WBI,FTI,AESI,NGS,LB,TS,KLXE,NOV,INVX,HAL,FLOC,HLX,SLB,WHD,ACDC,XPRO,BKR,WFRD,TDW,USAC,RNGR,VTOL,OIS,NEXT,RES,NCSM,NOA,LSE,OMSE,CLB,DTI,GEOS,RCON"
12,Electrical Equipment & Parts,Industrials,118.2,92,90,66,86,"FCEL,BE,TE,RFIL,POWL,PLPC,VRT,ENS,AEIS,ELVA,NVT,BLDP,STI,AMPX,ESP,PLUG,OESX,TGEN,ATKR,HAYW,AYI,HUBB,ENR,PPSI,FAC,KE,ADSE,APWC,NEOV,ULBI,EOSE,SKYX,POLA,ENVX,DFLI,CCTG,EPOW,GWH,LTBR,CBAT,EAF,SDST,FLUX,XPON,NVX,RAYA,ELPW,LNKS"
13,Silver,Basic Materials,116.98,91,97,99,99,"AYA,NEWP,SVM,AG,EXK"
14,Engineering & Construction,Industrials,111.88,90,79,74,70,"VATE,CDNL,STRL,AGX,FIX,MYRG,LGN,MAGH,ECG,IESC,ESOA,MTZ,BBCP,ORN,SHIM,DY,SKK,PWR,ACA,PHOE,GVA,EME,TPC,FLR,FER,AMRC,APG,MTRX,MSW,ROAD,CDLR,WLDN,BLD,J,BWMN,TTEK,EXPO,BLNK,KBR,KAZR,PRIM,FBGL,STN,ACM,MIMI,MSGY,RITR,ONEG,ZDAI,MGN,SLND,OFAL,FGL"
15,Banks - Diversified,Financial Services,111.84,89,81,79,90,"TD,BMO,CM,RY,C,SAN,BNY,BNS,HSBC,BBVA,SMFG,UBS,BCS,ING,MUFG,NTB,BAC,JPM,WFC"
16,Medical Care Facilities,Healthcare,111.84,89,69,62,76,"CMPS,PIII,MCTA,INNV,PACS,TOI,ASTH,LFST,AMN,DVA,PARK,BKD,NHC,NUTX,CON,GRDN,ACHC,HCSG,AIRS,SNDA,MD,PNTG,CCRN,AVAH,SRTA,SEM,CHE,SGRY,CYH,CCM,THC,ARDT,FMS,ADUS,EHC,JYNT,BTMD,AUNA,ENSG,USPH,HCA,AMS,CCEL,WW,UHS,BMGL,OPCH,DCGO,NIVF"
17,Metal Fabrication,Industrials,111.83,88,70,59,74,"MLI,MEC,AP,CRS,ATI,PRLB,TPCS,TRSG,RYZ,CMC,TG,WOR,ESAB,GPGI,IIIN,HIHO,MTEN,OLOX"
18,Airlines,Industrials,111.77,88,46,41,83,"ULCC,ALGT,AAL,DAL,UAL,LUV,VLRS,CPA,JBLU,LTM,RJET,ALK,RYAAY,AERO,SKYW,FLYX,SRFM"
19,Biotechnology,Healthcare,111.46,87,79,85,91,"ERAS,SLS,ANL,CLYM,QTTB,ABVX,ANRO,ALMS,ORKA,DFTX,ABSI,RLMD,OTLK,SYRE,EQ,PRAX,DMRA,TNGX,LIXT,KOD,SLGL,STTK,CUE,EDSA,RLYB,ANTX,PRLD,RVMD,ZNTL,RLAY,ARTV,ANAB,NBTX,OVID,STRO,IMMX,IPSC,INBX,MBX,IBRX,PVLA,GLUE,DRTS,NVCT,CELC,MGNX,ASBP,DNTH,FATE,IFRX,QURE,TVTX,ARWR,APGE,CCCC,BOLD,COGT,MRVI,PYXS,ACRS,ACHV,GRDX,ELVN,ZURA,ABCL,DSGN,IRD,MRNA,FTRE,URGN,RCUS,KZIA,BCAX,TRVI,GHRS,CADL,FTH,ALXO,FBIOP,CRVS,CGEM,CYCN,PGEN,FDMT,SLN,ROIV,IMUX,LTRN,MPLT,IMVT,LGND,CTNM,LXRX,TSHA,JBIO,WHWK,RAPP,KRYS,NRIX,NRXS,NERV,SEPN,TTRX,AXSM,ORMP,KYMR,ADAG,TYRA,KPTI,MNPR,AVTX,PALI,NGNE,MGTX,CGON,PLRZ,CGTX,SLDB,LONA,AVBP,LBRX,IOVA,TGTX,CYTK,ELDN,SRZN,DTIL,JAZZ,CAPR,SPRB,APLM,GNTA,NUVB,NRXP,MIRM,ARMP,ICCC,DNLI,PBYI,ZVRA,OMER,PTGX,ATRA,VIR,GLSI,REPL,TECX,GALT,GPCR,DYN,SVRA,ATAI,BLTE,CORT,ABOS,HURA,BEAM,ATHE,TENX,OKUR,PROK,NKTR,ANNX,KYTX,FENC,OABI,SABS,NTLA,NKTX,RZLT,RIGL,SION,STOK,XOMA,XFOR,PHVS,IBIO,XNCR,CAMP,ZBIO,IMNM,RNAC,VTVT,MLTX,CABA,CLDX,RPRX,CNTB,PTHS,XENE,CPRX,RARE,AUPH,BHVN,KURA,NAUT,DRUG,PCVX,NUVL,ALLO,ZYME,TECH,MSLE,ARGX,INCY,EDIT,ASND,PTCT,VKTX,IDYA,PYPD,SRRK,ARQT,OBIO,OLMA,RYTM,SGMT,VCEL,RGNX,MAZE,IONS,EXEL,NVAX,VERA,NNVC,IMTX,LEGN,NAMS,HYFT,ABEO,CGEN,PMN,BBIO,MNKD,HALO,PLX,ENTA,DNA,COYA,CBIO,HRMY,KPRX,ENTX,DBVT,CDXS,NMRA,IPHA,MDGL,OSTX,CNSP,AVIR,CING,IKT,ACRV,ABUS,MRKR,TLX,DMAC,IRON,TBPH,HCWB,AURA,VYNE,INDP,ALLR,VRTX,PRTA,RANI,VRCA,VERU,ACOG,AGIO,INKT,LSTA,BNTC,BIVI,FBRX,ACAD,EYPT,SANA,PDSB,CLLS,FBIO,PMVP,CHRS,NCEL,ASMB,AKTX,INVA,HELP,MLYS,PRME,OCGN,INMB,KRRO,RCKT,VANI,CTMX,BLRX,ALEC,CRSP,DARE,CRBP,XBIO,XOMAO,TARS,ONCY,PTN,ACET,ABVC,VNDA,GMAB,IMRN,CNTN,XLO,KYNB,CRBU,BMRN,XOMAP,SNTI,MLEC,ICU,MNOV,ORIC,CRNX,FHTX,GANX,EPRX,PRQR,CALC,TOVX,OCUL,IMCR,GNLX,TELO,PMCB,BNTX,MOLN,AUTL,ONC,DYAI,IMRX,BYSI,LKFT,TNYA,CSBR,GUTS,ARDX,SPRO,PHAR,RXRX,MAIA,SILO,COCP,REGN,ANIX,RNXT,PHAT,BMEA,LCTX,ESLA,VRDN,JANX,GYRE,BCDA,MESO,VYGR,XBIT,GERN,IGC,PLRX,SRPT,MTNB,XTLB,VOR,BRNS,TLSA,ACIU,SEER,IMA,EXOZ,ALT,EVAX,ARVN,RADX,PEPG,AARD,UNCY,LYEL,TARA,BBLG,NEUP,CBUS,MIST,TRDA,AGEN,CRMD,ZLAB,MDWD,CLRB,ALNY,LGVN,HUMA,RNTX,TCRX,CDIO,LRMR,IVA,KLRS,BOLT,PULM,AEON,CMMB,OKYO,APRE,APM,ANVS,ATNM,SPRY,ADIL,IBO,LXEO,KROS,GTBP,INAB,ALDX,CAI,XRTX,MBRX,MBIO,MGX,NRSN,ALZN,ADXN,RNAZ,GDTC,SMMT,BDTX,INSM,ARCT,BBOT,SPRC,MDXG,IVVD,GLMD,VALN,LEXX,WVE,BCYC,TCRT,NTHI,BRTX,SER,ALGS,PHIO,TNXP,SKYE,NBP,MCRB,OGEN,TIL,DCOY,HYPD,ADMA,MREO,VSTM,DRMA,SXTP,KTTA,ERNA,OCS,NTRB,HIND,PSTV,EVMN,ATYR,NGEN,GRCE,CANF,CELZ,VIVS,NCNA,CRDF,TVGN,AAPG,INTS,LITS,FLNA,QNRX,IMMP,AVXL,CTXR,ENLV,MENS,CRIS,LNAI,PASG,INO,MTVA,SLBT,CRVO,PCSA,BGMS,UPB,KAPA,PLUR,APVO,LPCN,TRAW,CMPX,PBM,NAGE,DWTX,OSRH,BCTX,AZTR,QNTM,CVKD,EVGN,REVB,CNTX,BDRX,GOVX,IMNN,FULC,CURX,XCUR,ELTX,ENVB,TPST,CELU,HOWL,HRTX,CLGN,LENZ,GRI,ACXP,ACTU,VBIO,FBLG,VRAX,TVRD,CLDI,JUNS,ENSC,SNGX,SCNI,ADCT,LIMN,BCAB,JSPR,ENGN,PPBT,CVM,AIM,VTGN,PPCB,GOSS,ATOS,YDES,NXTC,GNPX,VRXA,ARTL,JAGX,SLXN,CMND,KALA,ELAB,CDT,ONCO"
20,Rental & Leasing Services,Industrials,110.24,86,68,49,38,"VSTS,CTOS,PRG,WLFC,WSC,URI,R,UHAL,HRI,ALTG,AER,MGRC,GATX,CAR,AIHS,MWG,HTZ"
21,Electronics & Computer Distribution,Technology,110.21,86,84,33,29,"SNX,ARW,AVT,NSIT,SCSC,CNXN,CLMB,IZM"
22,Broadcasting,Communication Services,109.56,85,57,28,34,"BBGI,IHRT,MDIA,NMAX,SBGI,XHLD,SSP,NXST,GTN,SGA,UONEK,CURI,UONE,FUBO,FLZH"
23,Tools & Accessories,Industrials,109.4,84,58,72,74,"TKR,RBC,SWK,EML,KMT,TTC,SNA,LECO,HLMN,CVR"
24,Conglomerates,Industrials,109.29,83,81,78,81,"MAMK,NNBR,TTI,FBYD,CODI,PLAG,VMI,TUSK,RCMT,AIRT,DLX,AIRTP,OTTR,MATW,BOC,TRC,MMM,SEB,STRRP,HON,PAM,STRR,CRESY,FIP,BBUC,BOOM,LGPS,HHS"
25,Copper,Basic Materials,108.96,83,93,95,97,"HBM,TGB,SCCO,FCX,ERO,IE"
26,Diagnostics & Research,Healthcare,108.46,82,59,64,88,"TWST,BDSX,QUCY,PSNL,GH,NEO,VCYT,IMDX,CDNA,ILMN,ADPT,NTRA,CRL,BLLN,PRPO,ICLR,SHC,RVTY,OPK,GRAL,NDRA,MEDP,WAT,XWEL,DGX,A,IQV,MYGN,FLGT,LH,TMO,MTD,BNR,XGN,RDNT,DHR,CSTL,QGEN,IDXX,MBAI,WGS,ADVB,BIAF,ISPC,MDXH"
27,REIT - Healthcare Facilities,Real Estate,107.56,81,67,76,73,"DHC,NHPBP,NHPAP,SILA,DOC,WELL,HR,CHCT,VTR,AHR,STRW,CTRE,OHI,XRN,UHT,LTC,SBRA,MPT,NHI"
