rank,industry,sector,rs_score,percentile,pct_1m,pct_3m,pct_6m,tickers
1,Semiconductor Equipment & Materials,Technology,182.4,99,99,95,86,"AEHR,TRT,ASYS,ICHR,FORM,UCTT,KLIC,AMKR,INTT,TER,VECO,LRCX,ACMR,ACLS,PLAB,COHU,ONTO,AMAT,ATOM,NVMI,KLAC,CAMT,Q,ASML,ENTG,IPGP,AMBA,DQ,SMTK"
2,Semiconductors,Technology,177.04,99,95,88,81,"MXL,NVTS,MU,INTC,TSEM,MRAM,AIP,QUIK,WOLF,POET,SIMO,AMD,LASR,VSH,MRVL,SITM,AMBQ,HIMX,SMTC,STM,SKYT,MTSI,ASX,ALAB,GCTS,UMC,IMOS,ON,LSCC,ARM,GSIT,CEVA,AOSL,SYNA,GFS,MX,DIOD,CRDO,MPWR,RMBS,VLN,POWI,TXN,TSM,ADI,MCHP,SLAB,ALGM,NXPI,ALMU,IPWR,AVGO,MCHPP,CRUS,QCOM,WKEY,NVEC,NVDA,QRVO,SWKS,INDI,LEDS,PRSO,PI,PXLW,SQNS,LAES,NA,MOBX,ICG"
3,Aluminum,Basic Materials,165.28,98,99,97,88,"CENX,CSTM,KALU,AA"
4,Oil & Gas Drilling,Energy,161.83,97,97,94,62,"NBR,BORR,PTEN,VAL,RIG,HP,NE,SDRL,PDS,SOC"
5,Silver,Basic Materials,160.1,97,97,99,97,"NEWP,SVM,AG,AYA,EXK"
6,Communication Equipment,Technology,157.56,96,98,93,92,"AAOI,LITE,CIEN,VIAV,ONDS,VSAT,WATT,SILC,NOK,TSAT,OCC,FIEE,FEIM,VISN,ASTS,HPE,ADTN,LTRX,AMPG,CSCO,DGII,GILT,AIRG,EXTR,ERIC,CLFD,BKTI,HLIT,CMTL,UI,CRNT,INSG,UTSI,AUDC,NTGR,BOSC,MITQ,SYNX,MSI,ZBRA,BDC,AVNW,FKWL,CLRO"
7,Financial Conglomerates,Financial Services,151.46,95,89,90,42,"RILYL,RILYP,RILY,IX,VOYA,HTH,FRHC,TREE"
8,Oil & Gas Equipment & Services,Energy,131.01,95,94,90,64,"EFXT,PUMP,NESR,DWSN,STAK,SEI,LBRT,WTTR,FET,KGS,SND,AESI,FTI,KLXE,HAL,ACDC,WFRD,INVX,FLOC,OII,TS,TDW,SLB,HLX,NGS,NOV,AROC,BKR,FTK,NPKI,RES,WHD,XPRO,NEXT,OIS,WBI,USAC,RNGR,NCSM,LB,VTOL,DTI,CLB,NOA,LSE,OMSE,GEOS,RCON"
9,Electronic Components,Technology,130.46,94,93,91,86,"OPTX,VICR,TTMI,LPTH,WBX,KOPN,FLEX,GLW,BELFA,SANM,BHE,BELFB,FN,OUST,CLS,PLXS,LFUS,KN,JBL,ROG,RELL,MPTI,MEI,CPSH,RAL,ALNT,CTS,LINK,LYTS,WETH,DAIO,APH,DSWL,DAKT,KULR,TEL,ELTK,OSIS,OLED,OST,MTEK,NEON,IMTE,HOLO,REFR,GAUZ,SELX,MSAI"
10,Copper,Basic Materials,127.43,93,96,98,95,"HBM,TGB,SCCO,ERO,FCX,IE"
11,Other Industrial Metals & Mining,Basic Materials,122.23,93,91,96,97,"ALM,CRML,LAR,ELVR,SCZM,NEXA,SGML,USAS,MTRN,NAK,TII,UAMY,TMQ,USAR,NVA,SKE,WRN,CMP,TECK,RIO,BHP,VALE,GRO,MP,ALOY,LAC,NB,SLI,XPL,LZM,USGO,CHNR,FURY,IONR,IPX,TMC,VZLA,NMG,ATLX,GSM,WWR,OMEX,LGO,NEXM,ELBM,FNUC,FMST"
12,Other Precious Metals & Mining,Basic Materials,117.06,92,93,97,99,"HL,GORO,SLSR,MUX,BVN,VOXR,ASM,PPTA,MTA,LODE,SBSW,GRML,ELE,TFPM,ITRG,PLG"
13,Electrical Equipment & Parts,Industrials,116.53,91,83,86,89,"BE,TE,FCEL,RFIL,POWL,AMPX,BLDP,PLUG,ELVA,VRT,PLPC,NVT,ENS,AEIS,PPSI,ESP,ATKR,STI,TGEN,ADSE,ULBI,HUBB,POLA,EAF,KE,OESX,AYI,ENVX,HAYW,APWC,LTBR,EOSE,CBAT,ENR,EPOW,SKYX,NEOV,DFLI,NVX,FLUX,XPON,SDST,GWH,CCTG,RAYA,ELPW,LNKS"
14,Utilities - Independent Power Producers,Utilities,116.01,90,81,82,96,"DGXX,KEN,TAC,OKLO,TLN,CEG,VST,NRG"
15,Gold,Basic Materials,115.99,90,95,99,98,"HYMC,AUGO,TRX,THM,ARIS,MAKO,SSRM,CGAU,IAUX,SA,IDR,AAUC,IAG,PAAS,OGC,AU,B,NEM,PZG,VGZ,CNL,CDE,KGC,DC,EQX,DRD,GFI,NG,AGI,WPM,EGO,FSM,BTG,USAU,AEM,FNV,OR,RGLD,GAU,ODV,GROY,NFGC,HMY,GLDG,ORLA,CTGO,CMCL,AUST,NAMM,BGL"
16,Computer Hardware,Technology,115.72,89,76,70,81,"WDC,STX,VELO,OSS,DELL,UMAC,ALOT,IONQ,DDD,DPRO,MCRP,QMCO,P,ANET,LOGI,QBTS,KTCC,RGTI,CRSR,BGIN,HPQ,QUBT,TACT,SMCI,NNDM,UAVS,QCLS,SSYS,CRCT,SCKT,YIBO,CAN,EBON,BTCT,AMCI,AGMH"
17,Oil & Gas Midstream,Energy,113.9,88,86,81,60,"TORO,NGL,PBT,TEN,INSW,LPG,CMBT,FRO,NAT,BWLP,PXS,TRMD,TK,STNG,TRGP,VG,IMPP,TNK,NVGS,SUNC,DHT,GLNG,KNOP,FLNG,PAGP,SOBO,PAA,DTM,SMC,TRP,KNTK,WMB,PBA,WES,EPD,VNOM,MARPS,ENB,OKE,KMI,CQP,AM,ET,EE,SBR,HESM,GLP,LNG,MPLX,IMPPP,DLNG,GEL,TMDE,MMLP,BANL,NFE,RBNE,TOPS"
18,Trucking,Industrials,113.54,88,74,63,4,"RXO,ARCB,CVLG,HTLD,TFII,SAIA,KNX,XPO,WERN,MRTN,SNDR,ODFL,PAMT,ULH,TOPP,ETS"
19,Healthcare Plans,Healthcare,109.88,87,28,18,46,"OSCR,CLOV,CNC,HUM,CVS,UNH,ELV,PGNY,MOH,CI,ALHC"
20,Oil & Gas Refining & Marketing,Energy,108.51,86,88,69,76,"PARR,DK,DINO,VLO,PBF,UGP,MPC,CVI,PSX,SUN,WKC,DKL,CAPL,IEP,SGU,CLNE,CSAN,DLXY"
21,Real Estate - Diversified,Real Estate,107.89,86,90,89,79,"STRS,JOE"
22,Chemicals,Basic Materials,107.57,85,86,74,18,"GPRE,TROX,REX,MEOH,LXU,RYAM,BAK,DOW,HUN,OLN,ASIX,CE,WLKP,ACNT,VHI,ASPI,GURE,ORGN"
23,Oil & Gas Integrated,Energy,107.12,84,90,65,48,"CVE,EQNR,SU,PBR,E,IMO,TTE,EC,BP,XOM,YPF,CVX,DEC,SHEL,NFG,TGS,SKYQ,SLNG,VIVK"
24,Specialty Chemicals,Basic Materials,107.03,83,88,71,45,"LWLG,ALTO,SSL,CLMT,ALB,PRM,CC,SQM,SOLS,ECVT,ESI,LYB,CMT,ODC,DD,KOP,AMTX,SXT,KRO,MTX,NGVT,WLK,LOOP,HWKN,CBT,LIN,FSI,FF,APD,NEU,IFF,KWR,CNEY,GEVO,EMN,ASH,NTIC,IOSP,FUL,BCPC,OEC,AVNT,SCL,PPG,WDFC,AXTA,MATV,ECL,YMAT,SHW,RPM,BON,MNTK,FEAM,BGLC,HDSN,SNES"
25,Oil & Gas E&P,Energy,106.63,83,87,67,25,"WTI,BTE,OBE,GTE,APA,KOS,EONR,TALO,SM,VET,CHRD,TBN,EGY,VIST,REPX,MUR,PNRG,CRGY,PR,OVV,NRT,CNQ,WDS,KGEI,FANG,REI,DVN,GPRK,MTDR,OXY,COP,PED,CRC,MGY,EOG,CRT,HPK,AMPY,GFR,BATL,KRP,FTW,SD,MNR,PVL,EPSN,DMLP,BKV,VOC,GRNT,RRC,EPM,AR,BSM,TXO,CNX,TPL,EQT,BRN,MXC,NOG,INR,CKX,INDO,GPOR,EXE,ANNA,VTS,MVO,USEG,MTR,EP,SJT,CRK,PRT,TPET,PROP"
26,Medical Care Facilities,Healthcare,106.59,82,55,49,77,"AGL,PIII,MCTA,PACS,CMPS,AIRS,ASTH,NHC,INNV,DVA,TOI,AMN,BKD,SRTA,ACHC,GRDN,MD,PNTG,LFST,SNDA,CCRN,HCSG,SEM,CON,NUTX,AVAH,CCM,ENSG,THC,EHC,JYNT,CHE,ARDT,FMS,CCEL,HCA,CYH,ADUS,BTMD,USPH,UHS,AUNA,SGRY,OPCH,BMGL,DCGO,AMS,WW,NIVF"
27,Aerospace & Defense,Industrials,106.39,81,73,87,67,"PL,SATL,RKLB,SIF,SIDU,LUNR,RDW,ATRO,PKE,HOVR,FLY,SWBI,DCO,ESLT,MOB,VOYG,MRCY,FTAI,CVU,NPK,DFSC,CW,AIR,HWM,CODA,WWD,BWXT,VVX,HXL,ISSC,DRS,RGR,POWW,KRMN,POWWP,LHX,XTIA,GD,FTAIM,TXT,SPAI,HII,GE,FTAIN,BA,RTX,LMT,RCAT,AIRI,VSEC,CAE,TATT,HEI,SARO,NOC,OPXS,EMBJ,TDG,KTOS,LOAR,SPCE,CDRE,EVEX,VWAV,AXON,ACHR,AVAV,PEW,MNTS,EH,MRLN,BETA,EVTL,GPUS,AIRO,PRZO,BYRN,KITT,DFNS"
28,Banks - Diversified,Financial Services,106.37,81,81,83,83,"CM,TD,HSBC,BK,C,BMO,RY,UBS,SMFG,BNS,SAN,ING,NTB,MUFG,BBVA,BCS,BAC,JPM,WFC"
29,REIT - Healthcare Facilities,Real Estate,106.09,80,72,79,76,"DHC,NHPBP,NHPAP,SILA,HR,WELL,CTRE,DOC,VTR,CHCT,OHI,AHR,SBRA,STRW,XRN,LTC,UHT,MPT,NHI"
