rank,industry,sector,rs_score,percentile,pct_1m,pct_3m,pct_6m,tickers
1,Silver,Basic Materials,200.86,99,98,99,95,"NEWP,SVM,AG,AYA,EXK"
2,Semiconductor Equipment & Materials,Technology,189.01,99,99,95,81,"AEHR,ASYS,ATOM,ICHR,TRT,UCTT,FORM,TER,AMKR,INTT,KLIC,VECO,LRCX,COHU,PLAB,ACLS,ONTO,AMAT,ACMR,KLAC,NVMI,CAMT,Q,ASML,ENTG,AMBA,IPGP,DQ,SMTK"
3,Semiconductors,Technology,175.28,98,92,87,81,"MXL,MRAM,MU,NVTS,TSEM,INTC,WOLF,QUIK,SIMO,AIP,SITM,LASR,POET,HIMX,GSIT,AMD,ASX,IMOS,VSH,MTSI,MRVL,STM,SMTC,AMBQ,SKYT,ON,ALMU,UMC,AOSL,GFS,CRDO,DIOD,MPWR,SYNA,LSCC,ALAB,ARM,ADI,RMBS,VLN,CEVA,TXN,POWI,MCHP,NVEC,TSM,QCOM,ALGM,MX,IPWR,SLAB,MCHPP,AVGO,CRUS,NXPI,NVDA,WKEY,LEDS,INDI,PI,GCTS,QRVO,PRSO,SWKS,PXLW,LAES,ICG,SQNS,NA,MOBX"
4,Aluminum,Basic Materials,173.62,97,99,97,83,"CENX,CSTM,KALU,AA"
5,Communication Equipment,Technology,151.65,97,97,93,93,"LITE,CIEN,VIAV,ONDS,VSAT,SILC,WATT,NOK,TSAT,OCC,FIEE,FEIM,VISN,ADTN,DGII,LTRX,INSG,GILT,HPE,BKTI,CSCO,AIRG,ASTS,EXTR,ERIC,HLIT,CMTL,CLFD,UI,CRNT,UTSI,NTGR,AUDC,BOSC,SYNX,AMPG,MSI,MITQ,ZBRA,BDC,FKWL,AVNW,CLRO"
6,Oil & Gas Drilling,Energy,147.64,96,97,93,66,"NBR,BORR,PTEN,VAL,RIG,NE,HP,SDRL,PDS,SOC"
7,Copper,Basic Materials,141.97,95,96,98,93,"TGB,HBM,ERO,SCCO,FCX,IE"
8,Financial Conglomerates,Financial Services,140.03,95,93,92,60,"RILYL,RILYP,RILY,IX,VOYA,HTH,FRHC,TREE"
9,Other Precious Metals & Mining,Basic Materials,137.69,94,94,97,99,"HL,MUX,GORO,BVN,ASM,SLSR,GRML,PPTA,VOXR,SBSW,MTA,LODE,ELE,TFPM,ITRG,PLG"
10,Gold,Basic Materials,136.1,93,95,99,97,"HYMC,TRX,AUGO,IDR,ARIS,THM,SSRM,CGAU,IAUX,PAAS,AAUC,PZG,IAG,MAKO,SA,OGC,AU,CNL,B,DC,EQX,VGZ,NEM,CDE,KGC,NG,DRD,AGI,FSM,WPM,BTG,GFI,USAU,GROY,EGO,GAU,AEM,CTGO,ORLA,FNV,OR,NFGC,RGLD,ODV,GLDG,CMCL,HMY,AUST,NAMM,BGL"
11,Other Industrial Metals & Mining,Basic Materials,134.2,93,89,95,98,"ALM,ELVR,LAR,CRML,SCZM,USAS,SGML,NEXA,UAMY,TMQ,TII,SKE,MTRN,WRN,USAR,NAK,RIO,BHP,TECK,NVA,CMP,SLI,LAC,MP,VALE,NB,ALOY,XPL,GRO,LZM,USGO,IPX,IONR,FURY,ATLX,VZLA,TMC,CHNR,GSM,NMG,WWR,FMST,LGO,OMEX,NEXM,ELBM,FNUC"
12,Oil & Gas Equipment & Services,Energy,131.97,92,95,89,75,"STAK,NESR,EFXT,SEI,PUMP,LBRT,KLXE,FET,DWSN,KGS,WTTR,SND,FTI,AESI,TS,HAL,WFRD,OII,ACDC,TDW,NGS,HLX,INVX,FLOC,OIS,SLB,AROC,NPKI,NOV,BKR,RES,NEXT,XPRO,FTK,WBI,USAC,WHD,NCSM,RNGR,DTI,VTOL,LB,LSE,NOA,CLB,OMSE,GEOS,RCON"
13,Electronic Components,Technology,128.78,91,93,90,87,"VICR,TTMI,OPTX,FLEX,GLW,KOPN,WBX,LPTH,FN,SANM,BELFA,BHE,BELFB,MEI,OUST,CLS,LFUS,PLXS,JBL,KN,ROG,RELL,CPSH,RAL,MPTI,ALNT,CTS,WETH,LYTS,DSWL,KULR,APH,DAKT,TEL,DAIO,LINK,OSIS,ELTK,OST,OLED,IMTE,MTEK,REFR,NEON,HOLO,GAUZ,MSAI,SELX"
14,Utilities - Independent Power Producers,Utilities,124.31,90,82,78,96,"DGXX,KEN,OKLO,TLN,TAC,CEG,VST,NRG"
15,Uranium,Energy,118.38,90,91,94,94,"UUUU,URG,UEC,NXE,DNN,ISOU,CCJ,UROY,LEU,AEC,EU"
