rank,industry,sector,rs_score,percentile,pct_1m,pct_3m,pct_6m,tickers
1,Semiconductor Equipment & Materials,Technology,202.62,99,98,93,83,"AEHR,ICHR,TRT,FORM,ATOM,UCTT,ASYS,TER,AMKR,VECO,LRCX,ACLS,COHU,KLIC,INTT,ONTO,PLAB,CAMT,AMAT,KLAC,NVMI,ENTG,ACMR,ASML,Q,IPGP,AMBA,DQ,SMTK"
2,Silver,Basic Materials,188.48,99,99,99,98,"NEWP,SVM,AG,EXK"
3,Aluminum,Basic Materials,177.36,98,99,96,83,"CENX,CSTM,KALU,AA"
4,Semiconductors,Technology,166.14,97,86,85,85,"MXL,MU,INTC,LASR,NVTS,TSEM,AIP,QUIK,SIMO,MRAM,SKYT,ASX,AMD,IMOS,SITM,MRVL,DIOD,STM,WOLF,CRDO,AOSL,VSH,SMTC,ON,MTSI,GFS,LSCC,ALMU,UMC,POET,ARM,MPWR,GSIT,ALGM,POWI,ADI,ALAB,RMBS,TSM,MCHP,TXN,HIMX,SYNA,SLAB,MCHPP,CEVA,AVGO,NXPI,VLN,CRUS,NVEC,INDI,MX,QCOM,WKEY,NVDA,AMBQ,GCTS,LEDS,IPWR,QRVO,PI,PRSO,SWKS,LAES,PXLW,ICG,SQNS,NA,MOBX"
5,Communication Equipment,Technology,158.51,97,97,93,92,"LITE,CIEN,ONDS,VIAV,WATT,VSAT,FIEE,SILC,NOK,VISN,TSAT,OCC,UI,INSG,FEIM,LTRX,ADTN,GILT,BKTI,DGII,AIRG,HPE,CMTL,EXTR,ASTS,ERIC,HLIT,CSCO,CRNT,NTGR,AUDC,MSI,UTSI,BDC,BOSC,CLFD,MITQ,AMPG,ZBRA,SYNX,FKWL,AVNW,CLRO"
6,Oil & Gas Drilling,Energy,155.01,96,97,92,63,"NBR,BORR,VAL,PTEN,RIG,HP,NE,SDRL,PDS,SOC"
7,Financial Conglomerates,Financial Services,143.68,95,95,91,58,"RILYP,RILYL,RILY,IX,VOYA,HTH,FRHC,TREE"
8,Other Industrial Metals & Mining,Basic Materials,140.18,95,92,95,99,"ALM,LAR,ELVR,SGML,CRML,NEXA,UAMY,SCZM,USAS,USAR,TMQ,MTRN,WRN,SKE,LAC,NAK,ALOY,TII,MP,NVA,SLI,RIO,TECK,BHP,NB,VALE,CMP,USGO,LZM,GRO,TMC,XPL,ATLX,FURY,GSM,CHNR,IONR,IPX,NMG,VZLA,LGO,FMST,OMEX,WWR,FNUC,ELBM,NEXM"
9,Copper,Basic Materials,136.11,94,95,98,93,"TGB,HBM,SCCO,ERO,FCX,IE"
10,Gold,Basic Materials,131.85,93,96,97,97,"HYMC,AUGO,TRX,IDR,ARIS,SSRM,IAUX,CGAU,IAG,AAUC,OGC,THM,CDE,PZG,PAAS,MAKO,VGZ,EQX,AU,SA,CNL,NEM,B,NG,KGC,DRD,DC,GFI,AGI,WPM,USAU,AEM,FSM,GROY,OR,GAU,ORLA,FNV,CTGO,ODV,RGLD,EGO,NFGC,BTG,GLDG,CMCL,HMY,AUST,NAMM,BGL"
11,Electronic Components,Technology,131.69,93,90,88,90,"VICR,TTMI,OPTX,LPTH,FLEX,KOPN,GLW,WBX,BELFB,BELFA,CLS,BHE,FN,SANM,ALNT,OUST,JBL,PLXS,ROG,LFUS,KN,RELL,WETH,CTS,MPTI,MEI,APH,LYTS,CPSH,DSWL,RAL,TEL,DAKT,OSIS,DAIO,LINK,ELTK,OST,KULR,OLED,REFR,MTEK,IMTE,NEON,HOLO,SELX,MSAI,GAUZ"
12,Oil & Gas Equipment & Services,Energy,130.96,92,93,86,75,"EFXT,NESR,FET,SEI,PUMP,LBRT,DWSN,SND,STAK,KGS,FTI,KLXE,WTTR,WFRD,AESI,HAL,TS,OII,NGS,TDW,AROC,OIS,RES,NPKI,BKR,SLB,INVX,HLX,NOV,ACDC,XPRO,FTK,FLOC,DTI,WBI,RNGR,NEXT,WHD,USAC,NCSM,VTOL,LB,LSE,NOA,CLB,GEOS,OMSE,RCON"
13,Other Precious Metals & Mining,Basic Materials,129.66,91,94,97,99,"HL,GORO,GRML,MUX,SLSR,BVN,ASM,SBSW,VOXR,PPTA,MTA,ELE,LODE,ITRG,TFPM,PLG"
