rank,industry,sector,rs_score,percentile,pct_1m,pct_3m,pct_6m,tickers
1,Semiconductor Equipment & Materials,Technology,181.66,99,99,94,81,"AEHR,FORM,TER,UCTT,ICHR,ASYS,AMKR,LRCX,INTT,COHU,ONTO,KLIC,PLAB,ATOM,VECO,ACLS,AMAT,CAMT,KLAC,NVMI,TRT,IPGP,ASML,ENTG,ACMR,Q,DQ,AMBA,SMTK"
2,Aluminum,Basic Materials,174.75,99,97,96,88,"CENX,CSTM,AA,KALU"
3,Silver,Basic Materials,173.22,98,98,99,94,"NEWP,SVM,AG,EXK"
4,Communication Equipment,Technology,151.36,97,97,93,93,"CIEN,ONDS,FIEE,VIAV,VSAT,WATT,OCC,VISN,UI,ADTN,TSAT,SILC,NOK,FEIM,GILT,LTRX,INSG,BKTI,DGII,AIRG,CMTL,ASTS,HPE,ERIC,CSCO,EXTR,BDC,CRNT,HLIT,NTGR,MSI,AVNW,AUDC,BOSC,UTSI,CLFD,ZBRA,SYNX,FKWL,MITQ,AMPG,CLRO"
5,Copper,Basic Materials,147.3,97,92,97,90,"TGB,HBM,SCCO,FCX,ERO,IE"
6,Oil & Gas Drilling,Energy,145.65,96,99,86,50,"BORR,NBR,RIG,NE,PTEN,SDRL,HP,PDS,SOC"
7,Gold,Basic Materials,140.76,95,94,99,95,"HYMC,AUGO,TRX,ARIS,PZG,THM,CGAU,SSRM,IAUX,AAUC,OGC,NG,MAKO,CNL,AU,IAG,IDR,CDE,VGZ,SA,EQX,KGC,PAAS,AGI,B,NEM,GFI,WPM,AEM,DC,ODV,DRD,FNV,OR,FSM,GROY,RGLD,GAU,EGO,ORLA,BTG,CMCL,USAU,NFGC,GLDG,CTGO,NAMM,HMY,AUST,BGL"
8,Semiconductors,Technology,133.36,95,83,85,87,"LASR,TSEM,MU,NVTS,SKYT,ASX,SITM,INTC,AIP,SMTC,MRVL,MXL,CRDO,DIOD,LSCC,MTSI,SIMO,IMOS,MPWR,QUIK,AOSL,VSH,AMD,STM,ON,SLAB,RMBS,ADI,UMC,GFS,CRUS,TSM,ALAB,AVGO,ALGM,MRAM,ARM,POET,POWI,HIMX,MCHP,TXN,NVDA,GSIT,MCHPP,WKEY,NVEC,SYNA,ALMU,WOLF,QRVO,MX,NXPI,AMBQ,CEVA,GCTS,SWKS,INDI,PRSO,PI,QCOM,LAES,ICG,PXLW,VLN,MOBX,LEDS,IPWR,NA,SQNS"
9,Other Precious Metals & Mining,Basic Materials,131.44,94,90,98,96,"GORO,SLSR,HL,ASM,MUX,PPTA,BVN,SBSW,VOXR,MTA,ELE,ITRG,TFPM,GRML,LODE,PLG"
10,Electronic Components,Technology,131.08,93,88,90,91,"OPTX,VICR,LPTH,TTMI,GLW,CLS,WBX,FN,BELFA,BELFB,ALNT,CPSH,LFUS,FLEX,ROG,JBL,PLXS,OUST,BHE,KN,SANM,RELL,APH,KOPN,WETH,TEL,CTS,OSIS,MPTI,DSWL,DAKT,LYTS,MEI,RAL,DAIO,ELTK,OLED,MTEK,REFR,LINK,IMTE,OST,HOLO,KULR,NEON,SELX,GAUZ"
11,Oil & Gas Equipment & Services,Energy,130.17,93,95,82,65,"NESR,EFXT,FET,NCSM,SND,PUMP,VAL,FTI,SEI,KGS,LBRT,TDW,OIS,OII,WFRD,TS,DWSN,NPKI,STAK,WTTR,HAL,AROC,XPRO,NGS,SLB,INVX,RES,NOV,HLX,RNGR,BKR,FTK,VTOL,FLOC,ACDC,KLXE,DTI,WHD,CLB,AESI,LB,WBI,NEXT,USAC,LSE,OMSE,NOA,GEOS,RCON"
12,Other Industrial Metals & Mining,Basic Materials,125.89,92,90,97,99,"ALM,SGML,LAR,ELVR,NEXA,SCZM,USAS,CRML,UAMY,SKE,TII,NVA,VALE,MTRN,TMQ,ALOY,WRN,RIO,NAK,BHP,TECK,CMP,NB,GRO,SLI,USAR,XPL,MP,LAC,FMST,LZM,USGO,FURY,ATLX,CHNR,GSM,TMC,LGO,IONR,VZLA,IPX,NMG,OMEX,WWR,FNUC,ELBM,NEXM"
13,Oil & Gas Integrated,Energy,124.19,91,93,64,30,"SKYQ,PBR,CVE,E,EQNR,SU,IMO,BP,TTE,EC,YPF,XOM,SHEL,DEC,CVX,TGS,NFG,SLNG"
14,Financial Conglomerates,Financial Services,122.46,90,96,93,62,"RILYP,RILYL,RILY,IX,HTH,FRHC,VOYA,TREE"
15,Uranium,Energy,122.22,90,91,95,97,"UUUU,DNN,CCJ,NXE,UEC,ISOU,URG,UROY,LEU,AEC,EU"
16,Real Estate - Diversified,Real Estate,121.97,89,87,88,47,"STRS,JOE"
17,Rental & Leasing Services,Industrials,117.71,88,53,62,28,"CAR,FTAI,VSTS,CTOS,R,WLFC,HTZ,GATX,AER,ALTG,PRG,FTAIM,FTAIN,MGRC,URI,WSC,UHAL,HRI,MWG,AIHS"
