rank,industry,sector,rs_score,percentile,pct_1m,pct_3m,pct_6m,tickers
1,Silver,Basic Materials,145.69,99,74,97,99,"NEWP,AYA,SVM,AG,EXK"
2,Semiconductor Equipment & Materials,Technology,142.27,99,99,99,96,"AEHR,ICHR,TRT,UCTT,FORM,TER,COHU,ONTO,ACMR,LRCX,AMAT,KLIC,ASYS,ASML,ENTG,KLAC,ATOM,VECO,AMKR,ACLS,CAMT,INTT,Q,NVMI,AMBA,PLAB,IPGP,DQ,SMTK"
3,Semiconductors,Technology,122.89,98,98,99,85,"MXL,MU,TSEM,INTC,ASX,SIMO,MRVL,IMOS,AMD,UMC,SITM,CRDO,ALAB,ARM,VSH,NVEC,SMTC,AIP,AMBQ,MRAM,STM,HIMX,DIOD,LSCC,MTSI,QUIK,NVTS,POET,TSM,GCTS,SLAB,ADI,TXN,ALGM,POWI,MPWR,SYNA,PI,LASR,GFS,CEVA,ON,MX,WOLF,LEDS,AOSL,GSIT,NVDA,INDI,QRVO,AVGO,MCHP,IPWR,MCHPP,SWKS,ALMU,PXLW,RMBS,QCOM,NXPI,VLN,LAES,CRUS,WKEY,FABC,PRSO,ICG,SQNS,NA,MOBX"
4,Communication Equipment,Technology,121.1,97,93,96,93,"AAOI,LITE,OCC,HPE,SILC,VIAV,FEIM,CIEN,DGII,VSAT,TSAT,NOK,ZBRA,AMPG,ONDS,WATT,LTRX,CSCO,HLIT,EXTR,CLRO,AUDC,VISN,FIEE,BDC,AVNW,MSI,AIRG,ASTS,ERIC,UI,BKTI,NTGR,CRNT,BOSC,UTSI,GILT,MITQ,SYNX,CLFD,ADTN,FKWL,CMTL,INSG"
5,Textile Manufacturing,Consumer Cyclical,120.05,97,75,27,0,"SMJF,UFI,AIN,CULP,PASW"
6,Healthcare Plans,Healthcare,119.99,96,99,87,23,"OSCR,CLOV,CNC,HUM,MOH,UNH,CVS,ELV,PGNY,CI,ALHC"
7,Oil & Gas Refining & Marketing,Energy,118.73,95,97,85,68,"PBF,DK,PARR,VLO,MPC,DINO,PSX,WKC,UGP,SUN,CVI,DKL,CAPL,SGU,APC,IEP,CLNE,CSAN,DLXY"
8,Computer Hardware,Technology,117.65,95,64,83,52,"QMCO,DELL,STX,UMAC,WDC,ALOT,CRSR,VELO,QTEX,OSS,P,DDD,ANET,YIBO,HPQ,TACT,KTCC,CRCT,SCKT,SMCI,IONQ,QBTS,LOGI,NNDM,RGTI,SSYS,IQMX,UAVS,DPRO,QUBT,EBON,AMCI,AGMH,QCLS,BGIN,BRAI,MCRP,CAN,BTCT,VTIX"
9,Aluminum,Basic Materials,117.06,94,90,97,97,"KALU,CSTM,CENX,AA"
10,Banks - Diversified,Financial Services,116.94,93,92,79,88,"BMO,BNY,TD,BBVA,HSBC,RY,CM,SAN,ING,SMFG,BNS,MUFG,BAC,UBS,NTB,C,BCS,JPM,WFC"
11,Copper,Basic Materials,115.94,92,67,93,98,"TGB,ERO,HBM,TECK,FCX,SCCO,IE"
12,Medical Care Facilities,Healthcare,115.93,92,96,85,60,"AGL,PACS,CMPS,PIII,STLN,LFST,INNV,AMN,PARK,MCTA,NUTX,AVAH,CON,NHC,ACHC,ASTH,THC,MD,PNTG,GRDN,SRTA,CHE,SNDA,DVA,HCSG,USPH,BKD,ADUS,EHC,FMS,CCEL,ENSG,CCM,AUNA,CYH,ARDT,JYNT,OPCH,SGRY,HCA,UHS,AIRS,DCGO,WW,AMS,BTMD,BMGL,NIVF"
13,Staffing & Employment Services,Industrials,115.28,91,83,29,17,"MAN,TBI,KELYB,KFRC,NSP,RHI,KELYA,HQI,TNET,KFY,BGSF,JOB,MHH,STRRP,STRR,BBSI,GLXG,CIRC,IPDN"
14,Apparel Retail,Consumer Cyclical,114.38,90,59,47,62,"MYSZ,LVLU,VSXY,TLYS,CTRN,CURV,DLTH,ANF,JILL,ROST,CRI,BURL,GCO,CAL,URBN,CATO,TJX,AEO,BOOT,SFIX,LE,AKA,GAP,SHOE,ZUMZ,BKE,DXLG,LULU,RENT,BRIA,JEM"
