rank,industry,sector,rs_score,percentile,pct_1m,pct_3m,pct_6m,tickers
1,Semiconductor Equipment & Materials,Technology,188.65,99,97,93,83,"AEHR,TRT,FORM,UCTT,ICHR,ASYS,TER,AMKR,INTT,ATOM,COHU,ONTO,KLIC,LRCX,PLAB,VECO,ACLS,CAMT,AMAT,KLAC,NVMI,ASML,IPGP,ENTG,Q,ACMR,AMBA,DQ,SMTK"
2,Silver,Basic Materials,180.12,99,99,99,92,"NEWP,SVM,AG,EXK"
3,Aluminum,Basic Materials,176.55,98,99,96,81,"CENX,CSTM,KALU,AA"
4,Communication Equipment,Technology,175.83,97,95,93,93,"LITE,AAOI,ONDS,WATT,CIEN,VIAV,FIEE,VSAT,VISN,NOK,SILC,OCC,UI,TSAT,ADTN,INSG,LTRX,GILT,AIRG,BKTI,DGII,FEIM,EXTR,HPE,ASTS,CMTL,CSCO,ERIC,HLIT,CRNT,AVNW,AUDC,NTGR,MSI,UTSI,BOSC,SYNX,BDC,MITQ,CLFD,ZBRA,FKWL,AMPG,CLRO"
5,Oil & Gas Drilling,Energy,162.88,97,98,90,46,"NBR,BORR,RIG,PTEN,NE,HP,SDRL,PDS,SOC"
6,Semiconductors,Technology,151.87,96,84,83,89,"MXL,LASR,TSEM,MU,NVTS,INTC,SIMO,AIP,ASX,SKYT,QUIK,SITM,MRAM,MRVL,STM,DIOD,IMOS,AMD,ON,LSCC,SMTC,AOSL,CRDO,MPWR,MTSI,VSH,ARM,GFS,SLAB,ALGM,ADI,UMC,ALAB,POWI,TSM,TXN,ALMU,MCHP,WOLF,AVGO,HIMX,NXPI,CRUS,RMBS,MCHPP,SYNA,GSIT,CEVA,POET,NVEC,INDI,NVDA,QCOM,QRVO,SWKS,VLN,AMBQ,GCTS,WKEY,MX,PI,PRSO,PXLW,LEDS,LAES,IPWR,ICG,MOBX,SQNS,NA"
7,Oil & Gas Equipment & Services,Energy,138.26,95,93,84,74,"EFXT,FET,NESR,PUMP,SND,VAL,LBRT,OIS,SEI,DWSN,KGS,FTI,TDW,KLXE,WFRD,TS,HAL,NPKI,WTTR,OII,NGS,NCSM,AROC,HLX,BKR,XPRO,RES,SLB,ACDC,AESI,INVX,NOV,FTK,DTI,WBI,VTOL,FLOC,RNGR,WHD,STAK,NEXT,USAC,LB,LSE,CLB,NOA,OMSE,GEOS,RCON"
8,Financial Conglomerates,Financial Services,135.94,95,96,91,55,"RILYL,RILYP,RILY,IX,VOYA,HTH,FRHC,TREE"
9,Other Industrial Metals & Mining,Basic Materials,133.73,94,92,95,95,"ALM,ELVR,SGML,CRML,LAR,UAMY,NEXA,SCZM,USAS,SKE,TII,MTRN,USAR,TMQ,WRN,NAK,LAC,NB,VALE,RIO,NVA,MP,TECK,BHP,SLI,CMP,GRO,ALOY,USGO,LZM,XPL,ATLX,GSM,NMG,FURY,IONR,TMC,VZLA,CHNR,FMST,LGO,IPX,WWR,FNUC,OMEX,NEXM,ELBM"
10,Electronic Components,Technology,132.47,93,89,88,90,"VICR,TTMI,OPTX,LPTH,WBX,GLW,CLS,BELFB,KOPN,BELFA,FN,BHE,SANM,ALNT,FLEX,ROG,PLXS,JBL,OUST,LFUS,CPSH,KN,RELL,WETH,CTS,APH,LYTS,OSIS,MPTI,DSWL,MEI,DAKT,TEL,RAL,ELTK,DAIO,OST,REFR,OLED,MTEK,LINK,KULR,IMTE,NEON,HOLO,SELX,GAUZ"
