rank,industry,sector,rs_score,percentile,pct_1m,pct_3m,pct_6m,tickers
1,Silver,Basic Materials,142.13,99,78,97,99,"NEWP,AYA,SVM,AG,EXK"
2,Semiconductor Equipment & Materials,Technology,141.55,99,99,99,96,"AEHR,ICHR,TRT,FORM,UCTT,TER,COHU,ACMR,AMAT,ONTO,LRCX,ASYS,KLIC,ASML,KLAC,ENTG,VECO,AMKR,CAMT,ACLS,INTT,Q,ATOM,PLAB,NVMI,AMBA,IPGP,DQ,SMTK"
3,Textile Manufacturing,Consumer Cyclical,130.11,98,74,24,0,"SMJF,UFI,AIN,CULP,PASW"
4,Diagnostics & Research,Healthcare,123.84,97,84,71,57,"MBAI,TWST,CDNA,PSNL,BDSX,NEO,GH,ADPT,CRL,NTRA,ADVB,ILMN,XGN,ICLR,IQV,MEDP,DGX,CSTL,LH,A,WAT,RVTY,TMO,GRAL,WGS,RDNT,FRNM,PRPO,SHC,MTD,XWEL,OPK,VCYT,QGEN,DHR,QUCY,BLLN,NDRA,FLGT,IDXX,IMDX,BNR,MYGN,MDXH,ISPC,BIAF"
5,Apparel Retail,Consumer Cyclical,120.4,97,52,40,61,"DBGI,MYSZ,VSXY,LVLU,CTRN,TLYS,CURV,DLTH,JILL,ROST,ANF,CRI,CATO,GCO,BURL,CAL,URBN,TJX,AEO,BOOT,AKA,SFIX,GAP,LE,SHOE,BKE,ZUMZ,RENT,DXLG,LULU,BRIA,JEM"
6,Oil & Gas Refining & Marketing,Energy,119.84,96,97,82,67,"PBF,DK,PARR,VLO,MPC,DINO,PSX,WKC,UGP,SUN,CVI,CAPL,DKL,SGU,APC,IEP,CLNE,CSAN,DLXY"
7,Copper,Basic Materials,119.62,95,73,93,98,"TGB,HBM,ERO,TECK,FCX,SCCO,IE"
8,Semiconductors,Technology,118.93,95,98,99,88,"MU,MXL,TSEM,INTC,MRVL,SIMO,ASX,AMD,UMC,IMOS,SITM,CRDO,ALAB,VSH,NVEC,SMTC,MRAM,ARM,AIP,AMBQ,DIOD,STM,HIMX,LSCC,MTSI,QUIK,NVTS,TSM,POET,SLAB,TXN,ADI,GCTS,LASR,PI,WOLF,ON,SYNA,POWI,MPWR,LEDS,ALGM,INDI,GFS,NVDA,QRVO,MCHP,MX,AVGO,IPWR,AOSL,CEVA,GSIT,MCHPP,SWKS,PXLW,QCOM,NXPI,RMBS,ALMU,VLN,LAES,CRUS,WKEY,FABC,PRSO,ICG,SQNS,NA,MOBX"
9,Communication Equipment,Technology,116.14,94,96,97,94,"AAOI,LITE,HPE,OCC,SILC,VIAV,FEIM,CIEN,DGII,VSAT,TSAT,NOK,ZBRA,CSCO,CLRO,ONDS,LTRX,WATT,EXTR,VISN,HLIT,AUDC,FIEE,MSI,AVNW,BDC,AMPG,UI,BKTI,AIRG,ERIC,BOSC,UTSI,ASTS,CRNT,NTGR,GILT,SYNX,MITQ,CLFD,ADTN,FKWL,CMTL,INSG"
10,Banks - Diversified,Financial Services,115.99,93,93,79,87,"BNY,BBVA,BMO,TD,HSBC,RY,CM,ING,SMFG,BNS,SAN,MUFG,C,BAC,UBS,NTB,JPM,BCS,WFC"
11,Oil & Gas Equipment & Services,Energy,115.96,92,92,94,90,"RCON,NESR,FET,STAK,OII,WTTR,FTK,SND,FTI,WHD,TDW,KGS,EFXT,SEI,HLX,NCSM,XPRO,INVX,LB,PUMP,NOV,WBI,OIS,SLB,RNGR,BKR,AROC,TS,VTOL,HAL,FLOC,WFRD,NGS,RES,DWSN,LBRT,LSE,USAC,ACDC,AESI,NEXT,DTI,CLB,OMSE,NOA,KLXE,GEOS"
12,Healthcare Plans,Healthcare,115.78,92,99,85,19,"OSCR,CNC,CLOV,HUM,MOH,UNH,CVS,ELV,PGNY,CI,ALHC"
13,Computer Hardware,Technology,115.71,91,70,90,61,"QMCO,DELL,STX,WDC,UMAC,ALOT,CRSR,VELO,OSS,P,QTEX,YIBO,DDD,HPQ,ANET,TACT,KTCC,CRCT,SMCI,QBTS,IONQ,RGTI,NNDM,LOGI,IQMX,SSYS,AMCI,QUBT,DPRO,SCKT,UAVS,EBON,QCLS,AGMH,BRAI,MCRP,BGIN,CAN,BTCT,VTIX"
14,Medical Care Facilities,Healthcare,115.48,90,95,86,57,"AGL,PACS,PIII,CMPS,INNV,STLN,LFST,AVAH,AMN,MCTA,NUTX,PARK,NHC,CON,ASTH,THC,ACHC,PNTG,MD,SNDA,GRDN,CHE,SRTA,DVA,HCSG,ADUS,EHC,USPH,BKD,ARDT,FMS,AUNA,CCEL,ENSG,CYH,JYNT,CCM,OPCH,HCA,SGRY,UHS,WW,AMS,AIRS,DCGO,BTMD,BMGL,NIVF"
15,Staffing & Employment Services,Industrials,114.43,90,82,26,18,"MAN,TBI,KFRC,KELYB,RHI,NSP,KELYA,HQI,TNET,KFY,BGSF,JOB,MHH,STRRP,STRR,BBSI,GLXG,CIRC,IPDN"
16,Aluminum,Basic Materials,112.93,89,90,98,97,"KALU,CSTM,CENX,AA"
17,Electronics & Computer Distribution,Technology,111.86,88,85,66,40,"NSIT,AVT,SNX,ARW,SCSC,CNXN,CLMB,IZM"
18,Broadcasting,Communication Services,111.74,88,39,56,11,"BBGI,XHLD,NMAX,SSP,GTN,SBGI,MDIA,NXST,CURI,SGA,UONEK,IHRT,FUBO,UONE,FLZH"
19,REIT - Hotel & Motel,Real Estate,111.52,87,95,72,42,"CLDT,PEB,PK,RLJ,DRH,XHR,APLE,RHP,HST,IHT,INN,SHO,AHT,SVC,BHR"
20,Electronic Components,Technology,110.32,86,91,95,92,"OPTX,VICR,ALNT,MEI,KOPN,LPTH,OUST,FLEX,TTMI,GLW,RELL,MPTI,BELFA,BELFB,PLXS,RAL,BHE,ROG,LFUS,KN,JBL,APH,LINK,SANM,CTS,LYTS,CLS,CPSH,DSWL,DAIO,DAKT,FN,OST,TEL,WBX,OSIS,WETH,ELTK,MTEK,OLED,KULR,IMTE,MSAI,NEON,REFR,GAUZ"
21,Trucking,Industrials,109.73,85,97,85,73,"ETS,ARCB,RXO,KNX,SNDR,TFII,CVLG,HTLD,ULH,WERN,ODFL,XPO,MRTN,PAMT,SAIA,TOPP"
22,Oil & Gas Midstream,Energy,109.19,85,88,89,82,"TORO,NAT,INSW,NGL,FRO,PBT,CMBT,LPG,PXS,DHT,TEN,BWLP,TRGP,TNK,SUNC,TK,KNTK,SMC,PAGP,TRMD,VG,PAA,SOBO,WES,STNG,OKE,CQP,IMPP,ET,LNG,PBA,EE,FLNG,AM,GLNG,MPLX,KNOP,WMB,EPD,NVGS,HESM,KMI,GLP,TRP,MARPS,DTM,VNOM,IMPPP,DLNG,ENB,SBR,GEL,TMDE,MMLP,TOPS,NFE,RBNE"
23,Oil & Gas Drilling,Energy,108.95,84,88,96,95,"PTEN,NBR,HP,NE,SDRL,PDS,RIG,VAL,BORR,SOC"
24,Marine Shipping,Industrials,108.3,83,76,75,75,"EDRY,GLBS,ECO,SHIP,HSHP,USEA,MATX,SB,NMM,ZIM,EHLD,SBLK,SMHI,GNK,DAC,CMDB,ASC,HMR,DSX,SFL,GSL,HAFN,ESEA,GASS,KEX,CTRM,PANL,CCEC,CMRE,PSHG,NCT,SVRN,VNTG,UFG,ICON,HTCO,RUBI,CISS"
25,Steel,Basic Materials,108.02,83,92,69,66,"INHD,FRD,NWPX,NUE,MT,STLD,TX,RS,GGB,MTUS,HLP,CLF,WS,SIM,ASTL,PKX,LUD,HUDI,MSB,SID,ZKIN"
26,"Furnishings, Fixtures & Appliances",Consumer Cyclical,106.89,82,71,62,54,"LCUT,HBB,XMAX,FGI,FLXS,SN,MLKN,TILE,BSET,HOFT,HNI,MWYN,EFOI,MHK,LZB,COOK,CRWS,LOVE,ETD,LEG,ALH,MBC,VIRC,SGI,KEQU,NCL,WHR,ATER,VIOT,NTZ"
