rank,industry,sector,rs_score,percentile,pct_1m,pct_3m,pct_6m,tickers
1,Semiconductor Equipment & Materials,Technology,138.63,99,99,99,95,"AEHR,ICHR,UCTT,TRT,AMAT,TER,FORM,ACMR,COHU,LRCX,KLIC,ONTO,ASYS,VECO,ASML,KLAC,INTT,ATOM,ACLS,ENTG,AMKR,AMBA,Q,CAMT,PLAB,NVMI,IPGP,DQ,SMTK"
2,Silver,Basic Materials,136.44,99,91,99,99,"NEWP,AYA,SVM,AG,EXK"
3,Semiconductors,Technology,123.55,98,99,98,84,"MU,MXL,INTC,TSEM,SIMO,MRVL,ASX,LASR,AIP,UMC,AMD,AMBQ,ALAB,NVEC,ARM,SITM,IMOS,SMTC,GCTS,STM,VSH,CRDO,LSCC,QUIK,DIOD,MTSI,MRAM,CEVA,HIMX,SLAB,TSM,TXN,POET,ADI,NVTS,SYNA,MX,ON,MPWR,AVGO,AOSL,ALGM,POWI,NVDA,GFS,LEDS,QRVO,WOLF,PI,GSIT,SWKS,PXLW,NXPI,RMBS,MCHP,IPWR,QCOM,MCHPP,ALMU,CRUS,VLN,WKEY,INDI,PRSO,LAES,FABC,SQNS,NA,ICG,MOBX"
4,Copper,Basic Materials,122.47,97,80,95,98,"TGB,HBM,ERO,TECK,SCCO,FCX,IE"
5,Communication Equipment,Technology,120.59,97,97,97,93,"LITE,AAOI,CLRO,OCC,HPE,AMPG,VSAT,VIAV,CIEN,DGII,SILC,FEIM,TSAT,WATT,CSCO,ZBRA,ONDS,NOK,EXTR,LTRX,AUDC,BKTI,MSI,VISN,HLIT,BDC,AIRG,AVNW,UTSI,ERIC,ASTS,NTGR,CRNT,BOSC,FIEE,UI,SYNX,MITQ,GILT,CLFD,ADTN,FKWL,CMTL,INSG"
6,Healthcare Plans,Healthcare,119.45,96,97,80,23,"CLOV,CNC,OSCR,HUM,PGNY,UNH,CVS,ELV,MOH,CI,ALHC"
7,Electronics & Computer Distribution,Technology,119.02,95,88,58,38,"NSIT,AVT,ARW,SNX,SCSC,CNXN,CLMB,IZM"
8,Apparel Retail,Consumer Cyclical,116.81,95,37,45,53,"DBGI,LVLU,VSXY,TLYS,CTRN,CURV,DLTH,ROST,ANF,JILL,GCO,CRI,BURL,CAL,TJX,URBN,AEO,CATO,SFIX,AKA,LE,BOOT,ZUMZ,BKE,GAP,SHOE,LULU,RENT,DXLG,BRIA,MYSZ,JEM"
9,Aluminum,Basic Materials,115.78,94,93,97,97,"KALU,CSTM,CENX,AA"
10,REIT - Hotel & Motel,Real Estate,115.77,93,92,64,44,"CLDT,RLJ,PEB,DRH,PK,XHR,INN,HST,APLE,IHT,RHP,SHO,SVC,AHT,BHR"
11,Banks - Diversified,Financial Services,115.63,93,90,76,86,"BBVA,SMFG,BNY,BMO,MUFG,HSBC,SAN,TD,RY,ING,CM,UBS,BNS,BCS,NTB,BAC,C,JPM,WFC"
12,Medical Care Facilities,Healthcare,115.59,92,95,72,60,"AGL,PIII,PACS,CMPS,INNV,LFST,MCTA,PARK,NHC,ACHC,AMN,AVAH,CON,THC,PNTG,SNDA,MD,GRDN,NUTX,AIRS,BKD,CHE,ASTH,SRTA,DVA,HCSG,EHC,ADUS,WW,ARDT,USPH,FMS,ENSG,CCM,CYH,AUNA,HCA,OPCH,UHS,CCEL,SGRY,JYNT,DCGO,AMS,BTMD,BMGL,NIVF"
13,Diagnostics & Research,Healthcare,112.95,91,87,52,71,"TWST,CDNA,QUCY,BDSX,PSNL,GH,NEO,ADPT,ILMN,XGN,CRL,NTRA,VCYT,XWEL,CSTL,DGX,SHC,MBAI,IQV,MEDP,LH,RVTY,WAT,TMO,A,ICLR,RDNT,PRPO,ADVB,WGS,OPK,GRAL,MTD,IMDX,DHR,QGEN,FLGT,NDRA,FRNM,IDXX,BLLN,BNR,MYGN,BIAF,ISPC,MDXH"
14,Oil & Gas Refining & Marketing,Energy,112.92,90,88,85,69,"PBF,DK,VLO,PARR,MPC,DINO,WKC,PSX,UGP,DKL,SUN,APC,CAPL,IEP,CVI,SGU,CLNE,CSAN,DLXY"
15,Electronic Components,Technology,112.37,90,96,94,90,"OPTX,MEI,VICR,ALNT,OUST,RELL,TTMI,FLEX,LPTH,KN,RAL,BHE,BELFB,GLW,PLXS,MPTI,LFUS,KOPN,ROG,CTS,BELFA,APH,JBL,SANM,CPSH,LINK,FN,LYTS,DAKT,DSWL,WBX,CLS,TEL,DAIO,OST,OSIS,ELTK,KULR,MTEK,OLED,IMTE,WETH,GAUZ,MSAI,REFR,NEON"
16,Oil & Gas Equipment & Services,Energy,111.6,89,93,92,87,"STAK,FTK,FET,DWSN,NESR,OII,WTTR,SND,INVX,WHD,EFXT,FTI,LB,WBI,NCSM,HLX,TDW,KGS,NOV,XPRO,SLB,TS,BKR,OIS,PUMP,NGS,AROC,SEI,RNGR,WFRD,HAL,VTOL,USAC,FLOC,RES,LBRT,NOA,NEXT,KLXE,LSE,OMSE,AESI,DTI,CLB,ACDC,GEOS,RCON"
17,Textile Manufacturing,Consumer Cyclical,109.49,88,58,4,11,"SMJF,UFI,AIN,CULP,PASW"
18,Electronic Gaming & Multimedia,Communication Services,108.59,88,86,79,5,"DKI,FIRY,SNAL,DDI,MYPS,MSGM,CTW,NTES,TTWO,GRVY,GIGM,SOHU,PLTK,GDEV,GAME,GMHS,GXAI,GCL,RBLX,GDC"
19,Trucking,Industrials,107.95,87,94,77,57,"ETS,ARCB,PAMT,KNX,SNDR,CVLG,TFII,HTLD,ODFL,XPO,MRTN,WERN,ULH,RXO,SAIA,TOPP"
20,Steel,Basic Materials,107.22,86,89,70,75,"INHD,FRD,NWPX,MT,NUE,STLD,HLP,TX,GGB,RS,MTUS,CLF,SIM,WS,PKX,ASTL,MSB,LUD,SID,ZKIN,HUDI"
21,Financial Conglomerates,Financial Services,107.17,86,95,95,90,"RILYP,RILYL,IX,VOYA,RILY,HTH,FRHC,TMS,TREE"
