rank,industry,sector,rs_score,percentile,pct_1m,pct_3m,pct_6m,tickers
1,Semiconductor Equipment & Materials,Technology,134.63,99,99,99,93,"AEHR,ICHR,UCTT,TRT,AMAT,TER,ACMR,KLIC,FORM,LRCX,COHU,ASYS,ONTO,VECO,ASML,KLAC,ACLS,AMKR,INTT,Q,ENTG,AMBA,ATOM,CAMT,NVMI,PLAB,IPGP,DQ,SMTK"
2,Healthcare Plans,Healthcare,124.48,99,98,68,16,"OSCR,CNC,CLOV,HUM,PGNY,CVS,UNH,ELV,MOH,CI,ALHC"
3,REIT - Hotel & Motel,Real Estate,122.88,98,92,66,40,"CLDT,RLJ,PEB,DRH,PK,XHR,HST,INN,APLE,RHP,SHO,IHT,BHR,SVC,AHT"
4,Oil & Gas Refining & Marketing,Energy,120.25,97,81,83,75,"PBF,DK,PARR,VLO,DINO,MPC,WKC,UGP,PSX,SUN,DKL,CVI,IEP,SGU,CAPL,CLNE,CSAN,DLXY"
5,Medical Care Facilities,Healthcare,119.05,97,95,62,55,"AGL,PIII,PACS,INNV,LFST,DVA,MCTA,CMPS,NHC,AMN,AVAH,CON,PNTG,ACHC,MD,GRDN,TOI,THC,PARK,SNDA,HCSG,ASTH,BKD,CHE,NUTX,AIRS,SRTA,ADUS,FMS,EHC,USPH,ARDT,ENSG,AUNA,CYH,SGRY,HCA,UHS,OPCH,BTMD,WW,CCM,CCEL,JYNT,DCGO,AMS,BMGL,NIVF"
6,Silver,Basic Materials,118.72,96,93,99,99,"NEWP,AYA,SVM,AG,EXK"
7,Semiconductors,Technology,118.39,95,99,97,83,"MU,MXL,TSEM,INTC,ASX,SIMO,UMC,AIP,ALAB,MRVL,AMD,AMBQ,LASR,NVEC,IMOS,VSH,SITM,STM,LSCC,ARM,SMTC,CRDO,QUIK,GCTS,SLAB,MRAM,HIMX,SYNA,CEVA,MTSI,TXN,TSM,ADI,DIOD,LEDS,ON,POET,MPWR,POWI,AVGO,ALGM,MX,GFS,NVDA,AOSL,PI,NVTS,QRVO,MCHP,MCHPP,WOLF,CRUS,QCOM,NXPI,PXLW,SWKS,RMBS,GSIT,WKEY,ALMU,IPWR,VLN,INDI,FABC,PRSO,LAES,NA,MOBX,ICG,SQNS"
8,Banks - Diversified,Financial Services,117.55,95,90,79,87,"BBVA,HSBC,MUFG,BMO,SMFG,SAN,TD,ING,RY,BNY,CM,BNS,UBS,NTB,BCS,BAC,C,JPM,WFC"
9,Electronics & Computer Distribution,Technology,115.65,94,80,48,44,"ARW,NSIT,SNX,AVT,CNXN,SCSC,CLMB,IZM"
10,Aluminum,Basic Materials,114.61,93,95,98,96,"KALU,CSTM,CENX,AA"
11,Communication Equipment,Technology,114.09,93,97,97,93,"LITE,AAOI,VSAT,HPE,OCC,CIEN,VIAV,SILC,AMPG,DGII,EXTR,VISN,ONDS,CSCO,FEIM,NOK,WATT,TSAT,BKTI,ZBRA,HLIT,AIRG,LTRX,AUDC,BDC,MSI,ERIC,UTSI,CLFD,CLRO,NTGR,BOSC,ASTS,AVNW,CRNT,GILT,UI,MITQ,SYNX,ADTN,FIEE,INSG,FKWL,CMTL"
12,Copper,Basic Materials,112.68,92,83,93,97,"HBM,SCCO,TGB,TECK,FCX,ERO,IE"
13,Trucking,Industrials,112.49,91,93,72,69,"PAMT,ETS,ARCB,CVLG,SNDR,KNX,ODFL,HTLD,TFII,XPO,RXO,WERN,MRTN,ULH,SAIA,TOPP"
14,Diagnostics & Research,Healthcare,112.25,90,86,52,76,"CDNA,BDSX,TWST,GH,PSNL,NEO,QUCY,ILMN,ADPT,BLLN,XWEL,NTRA,VCYT,CSTL,CRL,DGX,RVTY,IQV,GRAL,MEDP,SHC,LH,WAT,A,TMO,ICLR,MTD,IMDX,ADVB,OPK,RDNT,XGN,QGEN,DHR,PRPO,MBAI,IDXX,FRNM,FLGT,NDRA,WGS,BNR,MYGN,BIAF,ISPC,MDXH"
15,Department Stores,Consumer Cyclical,109.71,90,77,54,86,"M,KSS,DDS,PLBL"
