rank,industry,sector,rs_score,percentile,pct_1m,pct_3m,pct_6m,tickers
1,Semiconductor Equipment & Materials,Technology,199.05,99,99,98,88,"AEHR,ICHR,TRT,UCTT,FORM,VECO,COHU,ACMR,AMKR,TER,ASYS,LRCX,AMAT,KLIC,ONTO,ATOM,ACLS,KLAC,INTT,ASML,NVMI,ENTG,Q,CAMT,IPGP,PLAB,AMBA,DQ,SMTK"
2,Semiconductors,Technology,176.44,99,99,83,83,"MXL,MU,INTC,VSH,MRVL,AIP,SIMO,TSEM,MRAM,ARM,QUIK,AMD,NVTS,ALAB,UMC,AMBQ,ASX,WOLF,STM,SMTC,SKYT,IMOS,SITM,POET,CRDO,MTSI,CEVA,GFS,ON,GCTS,LSCC,HIMX,DIOD,AOSL,SYNA,LASR,POWI,ALGM,MX,ALMU,TXN,GSIT,MPWR,TSM,IPWR,ADI,NVEC,RMBS,VLN,MCHP,NXPI,QCOM,SLAB,MCHPP,CRUS,AVGO,INDI,NVDA,WKEY,QRVO,LEDS,SWKS,PI,PXLW,LAES,PRSO,SQNS,ICG,NA,MOBX"
3,Aluminum,Basic Materials,154.62,98,97,97,95,"KALU,CSTM,CENX,AA"
4,Communication Equipment,Technology,151.74,97,96,99,94,"AAOI,LITE,OCC,AMPG,WATT,VIAV,CIEN,SILC,VSAT,NOK,HPE,FEIM,VISN,ONDS,EXTR,TSAT,AIRG,DGII,CSCO,ADTN,HLIT,ASTS,LTRX,CLFD,UTSI,CRNT,BKTI,ERIC,GILT,FIEE,BDC,AUDC,SYNX,UI,INSG,NTGR,MSI,ZBRA,CMTL,BOSC,MITQ,AVNW,CLRO,FKWL"
5,Financial Conglomerates,Financial Services,151.23,97,95,96,76,"RILYP,RILYL,RILY,IX,VOYA,HTH,FRHC,TREE"
6,Electronic Components,Technology,144.04,96,94,89,87,"OPTX,VICR,TTMI,WBX,FLEX,LPTH,KOPN,CPSH,GLW,SANM,BELFB,BHE,BELFA,ALNT,KN,PLXS,OUST,ROG,MEI,MPTI,LFUS,RELL,CLS,JBL,RAL,FN,CTS,APH,DAIO,LYTS,DSWL,LINK,WETH,TEL,DAKT,KULR,ELTK,OSIS,OST,OLED,IMTE,MTEK,HOLO,GAUZ,REFR,NEON,MSAI"
7,Silver,Basic Materials,136.96,95,97,97,99,"NEWP,SVM,AYA,AG,EXK"
8,Computer Hardware,Technology,134.33,95,89,63,74,"WDC,STX,VELO,ALOT,DELL,OSS,QTEX,QMCO,UMAC,DDD,TACT,IONQ,KTCC,ANET,CRSR,DPRO,QBTS,RGTI,P,LOGI,HPQ,SSYS,QUBT,CRCT,SCKT,NNDM,YIBO,MCRP,QCLS,SMCI,UAVS,EBON,BTCT,AGMH,BGIN,CAN,AMCI"
9,Copper,Basic Materials,134.19,94,93,94,96,"HBM,TGB,SCCO,ERO,FCX,IE"
10,Healthcare Plans,Healthcare,125.68,93,88,8,36,"CLOV,OSCR,HUM,CNC,CVS,UNH,PGNY,ALHC,ELV,MOH,CI"
11,Trucking,Industrials,122.2,93,83,60,18,"ARCB,CVLG,RXO,HTLD,KNX,TFII,SNDR,WERN,PAMT,MRTN,SAIA,XPO,ODFL,TOPP,ULH,ETS"
12,Oil & Gas Equipment & Services,Energy,120.76,92,95,95,68,"STAK,DWSN,NESR,SEI,EFXT,PUMP,SND,KGS,WTTR,LBRT,FET,FTK,FTI,TS,WFRD,WBI,HAL,NGS,OII,AESI,WHD,INVX,AROC,SLB,NOV,BKR,RES,ACDC,FLOC,HLX,NEXT,TDW,KLXE,XPRO,VTOL,NCSM,OIS,RNGR,LB,USAC,NOA,LSE,OMSE,CLB,DTI,GEOS,RCON"
